9,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.z > #"
2019-03-26 17:20:00,1
2019-03-26 17:21:00,4
2019-03-26 17:27:00,2
2019-03-26 17:35:00,1
2019-03-26 21:11:00,1
