21,select top # s.*
2019-07-11 10:39:00,2
2019-07-11 10:40:00,1
2019-07-12 15:40:00,1
2019-07-12 15:42:00,1
2019-07-12 15:44:00,1
2019-07-12 15:45:00,1
2019-07-12 15:46:00,1
2019-07-12 15:47:00,1
2019-07-12 15:52:00,2
2019-07-12 20:05:00,4
2019-07-12 20:06:00,3
2019-07-12 20:07:00,1
2019-07-12 20:08:00,1
2019-07-12 20:12:00,1
