2,"select top # specObjID, modelmag_u, modelmag_v, modelmag_r, modelmag_i, modelmag_z, z from SpecPhotoObjAll where class = # and z = # and zWarning = #"
2019-02-05 17:13:00,1
2019-02-05 17:14:00,1
