37,"SELECT p.objId, p.ra, p.dec, p.petror9#_r, p.expAB_r, p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i, s.z, s.plate, p.mjd, s.fiberid, pz.absMagR FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid JOIN Photoz as pz ON pz.objID = p.objID WHERE p.petror9#_r > # and p.ra between # and # and s.z < # and p.g < #"
2019-11-24 10:11:00,1
2019-11-26 07:19:00,1
2019-11-26 07:37:00,1
2019-11-26 07:55:00,1
2019-11-26 07:56:00,1
2019-11-27 13:05:00,1
2019-11-27 13:13:00,2
2019-11-27 14:03:00,1
2019-11-27 15:01:00,1
2019-11-27 15:02:00,2
2019-11-27 15:03:00,1
2019-11-27 15:04:00,1
2019-11-27 15:11:00,1
2019-11-28 06:38:00,1
2019-11-28 07:28:00,1
2019-11-28 15:31:00,1
2019-11-28 15:33:00,1
2019-11-29 06:22:00,1
2019-11-29 06:45:00,1
2019-11-29 07:33:00,1
2019-11-29 07:34:00,1
2019-11-29 10:53:00,1
2019-11-29 11:08:00,1
2019-11-30 11:57:00,1
2019-12-01 10:38:00,1
2019-12-01 11:14:00,1
2019-12-01 11:40:00,1
2019-12-01 11:59:00,1
2019-12-01 12:00:00,1
2019-12-01 12:03:00,1
2019-12-03 15:20:00,1
2019-12-03 15:21:00,1
2019-12-03 15:22:00,1
2019-12-03 15:31:00,1
2019-12-04 06:28:00,1
