7,select top # * from [galSpecLine]
2019-05-15 04:02:00,1
2019-06-10 12:14:00,1
2019-11-05 09:09:00,2
2019-11-05 11:43:00,1
2019-12-04 09:55:00,1
2019-12-21 02:54:00,1
