11,"select ra, dec from PhotoObj where ra BETWEEN # and # AND dec BETWEEN # and #"
2019-06-19 15:33:00,1
2019-06-19 15:35:00,1
2019-08-10 13:27:00,1
2019-08-10 13:29:00,1
2019-08-10 13:31:00,1
2019-08-29 20:59:00,1
2019-09-24 04:26:00,1
2019-09-29 19:01:00,1
2019-09-29 19:13:00,1
2019-10-02 15:53:00,1
2019-10-06 22:08:00,1
