9,"SELECT @specid = m.specobjiddr8 FROM mydb.test1# as m SELECT p.objid, p.ra, p.dec, s.plate, s.mjd, s.fiberid, s.specobjid, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z FROM PhotoObj as p JOIN SpecObj as s ON s.bestobjid = p.objid WHERE s.specobjid = @specid"
2019-05-15 08:59:00,1
2019-05-15 09:00:00,4
2019-05-15 09:17:00,2
2019-05-15 11:29:00,2
