5,"select run, rerun, camcol, field, obj, colc, rowc, parentID, nChild, ra, dec, extinction_r, psfMag_u, psfMag_g, psfMag_r, psfMag_i, psfMag_z, psfMagErr_u, psfMagErr_g, psfMagErr_r, psfMagErr_i, psfMagErr_z, rowv, colv, rowvErr, colvErr, rowc_u, colc_u, rowc_g, colc_g, rowc_r, colc_r, rowc_i, colc_i, rowc_z, colc_z, offsetRa_u, offsetDec_u, offsetRa_g, offsetDec_g, offsetRa_r, offsetDec_r, offsetRa_i, offsetDec_i, offsetRa_z, offsetDec_z into MyDB.CID from Star where (flags & @bad_flags) = # and nChild = # and psfMag_u> # and psfMag_u< # and psfMag_g> # and psfMag_g< # and abs (psfMagErr_u) < =# and abs (psfMagErr_r) < =# and abs (psfMagErr_g) < =# and abs (psfMagErr_i) < =# and abs (psfMagErr_z) < =# and sqrt ((offsetRa_u-offsetRa_z) * (offsetRa_u-offsetRa_z) *cos (dec*#) *cos (dec*#) + (offsetDec_u-offsetDec_z) * (offsetDec_u-offsetDec_z) )> =#"
2019-11-15 14:18:00,3
2019-11-15 14:19:00,2
