15,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, #) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #'< a target = INFO href = http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx? id = # + cast (x.objId as varchar (#) ) + #> #+ cast (x.objId as varchar (#) ) + #< /a> # as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, p.extinction_u , s.specObjID, s.plate, s.mjd, s.fiberID, s.z FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN PhotoTag p ON p.objID = x.objID JOIN SpecObjAll s ON p.objID = s.bestObjID ORDER by x.up_id ##', @log = #, @filter = #"
2019-12-03 11:25:00,1
2019-12-03 11:27:00,1
2019-12-03 11:28:00,2
2019-12-03 11:29:00,1
2019-12-03 11:33:00,1
2019-12-03 11:34:00,1
2019-12-03 11:46:00,1
2019-12-03 11:47:00,1
2019-12-03 11:48:00,1
2019-12-03 11:50:00,2
2019-12-03 11:51:00,1
2019-12-03 11:52:00,1
2019-12-03 11:54:00,1
