3,"SELECT DISTINCT p.fiberMag_g, p.fiberMag_r, p.fiberMag_z FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ( (p.ra between # and #) and (p.dec between # and #) )"
2019-05-07 21:29:00,1
2019-05-07 21:31:00,1
2019-05-07 22:13:00,1
