4,"SELECT TOP # s.ra, s.dec, s.z, sfr_tot_p9#p5, specsfr_tot_p9#p5 FROM GalSpecExtra AS g JOIN SpecObj AS s ON s.specobjid = g.specobjid WHERE s.class = # AND s.zwarning = #"
2019-03-28 15:27:00,1
2019-03-31 07:02:00,1
2019-04-11 11:40:00,1
2019-07-14 12:20:00,1
