26,"SELECT up_id, dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) as SpecobjId FROM #upload WHERE dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # s.ra, s.dec, cast (str (s.ra, #, #) as float) as ra, cast (str (s.[dec], #, #) as float) as dec FROM ..SpecObj as s JOIN #x AS x ON x.SpecobjID = s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id WHERE s.zWarning = # ORDER BY x.up_id"
2019-01-04 04:05:00,1
2019-02-07 11:50:00,1
2019-02-26 20:10:00,1
2019-02-26 20:11:00,2
2019-03-25 20:01:00,2
2019-05-02 08:01:00,1
2019-05-02 08:06:00,1
2019-05-02 08:35:00,1
2019-05-02 08:38:00,1
2019-05-28 08:30:00,2
2019-06-05 18:40:00,1
2019-06-15 03:54:00,1
2019-08-06 13:13:00,1
2019-09-02 17:03:00,1
2019-09-11 06:15:00,1
2019-09-30 12:38:00,1
2019-11-06 20:00:00,1
2019-11-06 20:01:00,1
2019-11-06 20:02:00,2
2019-12-05 04:39:00,1
2019-12-17 14:33:00,1
2019-12-28 07:13:00,1
