4,"SELECT TOP # G.objID, GN.distance, G.z, G.ra, G.dec FROM Galaxy as G JOIN dbo.fGetNearbyObjEq (#, #, #) AS GN ON G.objID = GN.objID WHERE z > (#) and z < (#) ORDER BY distance"
2019-09-13 01:24:00,1
2019-09-13 01:37:00,2
2019-09-13 01:38:00,1
