12,"SELECT into mydb.Akbar_# s.objID, s.ra, s.dec, s.z, s.zErr, s.class FROM SpecPhotoAll s, Photoz z WHERE s.objID = z.objID AND s.ra BETWEEN # AND # AND s.dec BETWEEN # AND # AND s.z BETWEEN # AND #"
2019-04-14 08:43:00,1
2019-04-14 08:52:00,1
2019-04-14 08:53:00,1
2019-04-14 08:54:00,1
2019-04-14 09:16:00,2
2019-04-14 09:28:00,1
2019-04-14 09:30:00,2
2019-04-14 09:31:00,1
2019-04-14 09:38:00,1
2019-04-14 09:39:00,1
