21,"select top # specobjid as ra, dec from SpecObj"
2019-02-18 14:41:00,1
2019-02-18 14:49:00,1
2019-02-18 14:51:00,1
2019-02-18 14:53:00,1
2019-02-18 14:56:00,1
2019-02-18 14:58:00,1
2019-02-18 15:01:00,1
2019-02-18 15:08:00,1
2019-02-18 15:10:00,1
2019-02-18 15:15:00,1
2019-02-18 15:19:00,1
2019-02-18 15:21:00,1
2019-02-18 15:23:00,1
2019-02-18 15:30:00,3
2019-02-18 15:32:00,1
2019-02-18 15:46:00,1
2019-02-18 16:18:00,1
2019-02-18 16:55:00,1
2019-07-27 06:57:00,1
