18,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, #) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #'< a target = INFO href = http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx? id = # + cast (x.objId as varchar (#) ) + #> #+ cast (x.objId as varchar (#) ) + #< /a> # as objID, p.ra, p.dec, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN PhotoTag p ON p.objID = x.objID ORDER BY x.up_id ##', @log = #, @filter = #"
2019-01-06 08:58:00,1
2019-01-06 09:37:00,1
2019-01-06 09:40:00,1
2019-02-19 07:28:00,1
2019-02-19 22:04:00,1
2019-02-21 07:09:00,1
2019-02-21 07:10:00,1
2019-04-18 12:37:00,1
2019-07-13 21:23:00,2
2019-08-29 05:45:00,1
2019-09-10 03:35:00,1
2019-10-09 09:20:00,1
2019-10-09 09:22:00,1
2019-10-09 11:25:00,1
2019-10-12 08:10:00,1
2019-10-12 08:21:00,1
2019-10-12 08:22:00,1
