10,select top # * from [SDSSspecDR1#_WISExmatch]
2019-01-15 02:54:00,1
2019-01-15 03:02:00,4
2019-01-15 03:04:00,1
2019-01-15 03:24:00,1
2019-01-15 03:25:00,1
2019-01-16 02:12:00,1
2019-01-16 02:56:00,1
