7,"SELECT TOP # bestobjid, survey, z from SpecObj where class = # and survey = # and zWarning = # and z > = # + RAND () /# and z < #"
2019-03-27 14:06:00,1
2019-03-27 14:07:00,1
2019-03-27 14:08:00,1
2019-03-29 13:31:00,1
2019-03-29 13:33:00,1
2019-03-29 13:46:00,1
2019-04-06 14:28:00,1
