14,"select TOP # plate, MJD, fiberID, subClass from SpecObj where class = # and waveMin < = # and waveMax > = # and snMedian_g > # and snMedian_g < # and subclass LIKE #"
2019-10-09 06:35:00,1
2019-10-09 06:37:00,3
2019-10-09 06:38:00,3
2019-10-09 06:39:00,3
2019-10-09 06:46:00,1
2019-10-09 07:04:00,3
