9,"SELECT TOP # bestObjID, z FROM SpecObj WHERE class = # AND zWarning = # AND # < = z AND z < = #"
2019-03-22 19:27:00,1
2019-03-22 19:28:00,2
2019-03-22 19:29:00,4
2019-03-25 19:33:00,2
