6,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj, IS# (s.plate, #) as plate, IS# (s.mjd, #) as mjd, IS# (s.fiberid, #) as fiberid FROM ..PhotoObj AS p LEFT OUTER JOIN ..SpecObj s ON p.objID = s.bestObjID WHERE (p.type = #) AND (p.flags & (dbo.fPhotoFlags (#) ) > #)"
2019-06-11 14:06:00,2
2019-06-11 14:08:00,1
2019-06-11 14:09:00,1
2019-06-11 16:36:00,1
2019-06-11 17:13:00,1
