2,"select a.*, t.objid as matched_id from #tmp t JOIN MYDB.MyTable_# a ON t.up_id = a.search_id JOIN specobj s ON s.bestobjid = t.objid"
2019-07-10 00:38:00,1
2019-07-10 00:42:00,1
