3,"select logmass_max, rv_teff, SEGUE2_HHV from apogeestar, stellarMassFSPSGranEarlyDust, Segue2Target1 where rv_teff BETWEEN # and # AND rv_teff BETWEEN # and #"
2019-06-26 12:09:00,1
2019-06-26 12:10:00,1
2019-06-26 12:13:00,1
