11,"SELECT bestObjId, z FROM SpecObj WHERE class = # AND zWarning = # AND z > = # and z < # AND survey = #"
2019-03-06 14:16:00,1
2019-03-06 14:18:00,1
2019-03-06 14:19:00,3
2019-03-06 14:20:00,3
2019-03-06 14:21:00,2
2019-03-06 14:44:00,1
