9,"select distinct state, county from optw.tamass.TRACTS where centroid.STDistance (@center) < # -- meters) select ID, wkt = geom.ToString () , dist = centroid.STDistance (@center) from optw.tamass.TRACTS t join counties c on c.state = t.state and c.county = t.county"
2019-10-26 17:30:00,1
2019-10-26 17:33:00,1
2019-10-26 17:35:00,1
2019-10-26 17:37:00,1
2019-10-26 17:38:00,3
2019-10-26 17:39:00,1
2019-10-26 17:40:00,1
