10,"select top # snapnum, h.x, h.y, h.z, h.phkey, h.halfmassradius, subhalofileid, h.haloid from MR h where h.snapnum = # and h.np between # and # and h.haloid = h.firsthaloinfofgroupid order by newid ()"
2019-04-09 18:02:00,1
2019-04-09 18:03:00,1
2019-04-09 18:04:00,3
2019-04-09 18:06:00,1
2019-04-09 18:07:00,2
2019-04-09 18:10:00,2
