36,"SELECT a.*, b.* FROM"
2019-12-08 19:20:00,1
2019-12-08 19:33:00,7
2019-12-08 20:54:00,3
2019-12-08 20:55:00,5
2019-12-08 20:56:00,4
2019-12-08 20:57:00,1
2019-12-08 21:00:00,1
2019-12-08 21:01:00,3
2019-12-08 21:03:00,1
2019-12-08 21:04:00,1
2019-12-08 21:05:00,6
2019-12-08 21:06:00,3
