17,select objid from photoprimary where photoprimary.dec between .# and # and photoprimary.ra between # and # and photoprimary.r between .# and #
2019-03-06 05:13:00,3
2019-03-06 05:14:00,1
2019-03-06 05:15:00,2
2019-03-06 05:18:00,1
2019-03-06 05:19:00,4
2019-03-06 05:23:00,2
2019-03-06 14:52:00,1
2019-03-06 14:55:00,1
2019-03-06 15:00:00,1
2019-03-06 15:11:00,1
