41,"SELECT u.up_name as name, #< a target = INFO href = http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx? id = # + cast (x.objId as varchar (#) ) + #> #+ cast (x.objId as varchar (#) ) + #< /a> # as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN PhotoTag p ON p.objID = x.objID ORDER BY x.up_id ##', @log = #, @filter = #"
2019-01-03 04:56:00,1
2019-02-18 08:19:00,1
2019-02-24 12:23:00,1
2019-03-19 06:17:00,1
2019-05-02 04:35:00,1
2019-05-23 05:41:00,1
2019-05-31 05:08:00,2
2019-05-31 05:09:00,2
2019-05-31 05:10:00,2
2019-05-31 05:11:00,3
2019-06-04 21:35:00,2
2019-06-04 21:36:00,3
2019-07-10 14:33:00,1
2019-07-11 16:20:00,1
2019-07-14 01:23:00,1
2019-07-26 03:59:00,1
2019-09-15 18:00:00,1
2019-09-15 18:01:00,1
2019-09-15 18:03:00,1
2019-09-16 11:53:00,1
2019-11-01 23:53:00,1
2019-11-01 23:54:00,1
2019-11-01 23:55:00,1
2019-11-01 23:56:00,1
2019-11-01 23:58:00,1
2019-11-02 14:06:00,1
2019-11-02 22:46:00,1
2019-11-25 02:01:00,2
2019-12-04 12:07:00,1
2019-12-04 12:08:00,2
2019-12-12 11:36:00,1
