9,SELECT count (*) into mydb.MyTable_# from SpecObj
2019-08-07 07:02:00,1
2019-08-07 07:05:00,2
2019-08-07 07:06:00,3
2019-08-07 07:13:00,2
2019-09-16 09:05:00,1
