5,"select ra, dec, bestObjID from specObj where ra BETWEEN # and # AND dec BETWEEN # and # AND specClass = #"
2019-02-11 22:28:00,1
2019-05-02 16:19:00,1
2019-06-10 22:24:00,1
2019-06-13 21:16:00,1
2019-12-04 15:00:00,1
