7,"select top # p.objID, p.ra, p.dec, p.deVRad_r, q.z from galaxy p, dbo.fgetNearByObjEq (#, #, #) n, galSpecInfo q where p.objid = n.objid and p.specObjID = q.specObjID and p.specObjID< ># and q.z BETWEEN # AND # order by p.deVRad_r desc"
2019-06-28 17:25:00,1
2019-06-28 17:31:00,1
2019-06-28 17:36:00,1
2019-06-28 17:37:00,2
2019-06-28 17:38:00,2
