6,"select top # p.objid, p.ra, p.dec from galaxy p, specobj s where p.objid = s.bestobjid"
2019-04-07 22:19:00,1
2019-06-24 13:05:00,1
2019-07-01 18:30:00,1
2019-09-12 01:08:00,1
2019-09-25 11:39:00,1
2019-12-12 11:13:00,1
