20,select * from NCAS_NRGb0#
2019-01-18 10:44:00,1
2019-01-18 10:45:00,3
2019-01-18 10:46:00,3
2019-01-18 10:47:00,2
2019-01-18 10:48:00,2
2019-01-18 10:49:00,4
2019-01-18 10:50:00,3
2019-01-18 10:51:00,1
2019-01-18 10:52:00,1
