12,SELECT * FROM MyTable_#_#
2019-03-17 09:51:00,1
2019-03-17 09:52:00,1
2019-03-18 05:38:00,1
2019-03-18 07:10:00,1
2019-03-18 07:13:00,1
2019-03-18 07:35:00,1
2019-03-18 07:36:00,1
2019-03-18 07:37:00,1
2019-03-18 07:50:00,1
2019-03-18 07:51:00,1
2019-03-18 07:52:00,1
2019-03-18 07:57:00,1
