6,"SELECT TOP # sq.plate, sq.mjd, sq.fiberID, sq.fwhm3_hb, g.h_beta_flux, sq.logBHMA_hb, sq.errlogBHMA_hb, sq.logBHMVP_hb, sq.errlogBHMVP_hb FROM spiders_quasar AS sq JOIN galSpecLine AS g ON s.specobjid = g.specobjid WHERE l_# > # AND DR1#_SN_MEDIAN_ALL > # AND sq.fwhm3_hb> # AND sq.fwhm3_hb> sq.fwhm2_hb"
2019-08-17 13:48:00,1
2019-08-17 13:50:00,2
2019-08-17 13:54:00,1
2019-08-17 13:55:00,1
2019-08-17 14:11:00,1
