1116,"SELECT TOP # sp.objID, sp.ra, sp.dec, sp.mjd, px.taiBegin, px.taiEnd, sp.fiberID, sp.z FROM specPhoto AS sp JOIN plateX AS px ON sp.plateID = px.plateID WHERE (sp.class = #) AND sp.z > #"
2019-02-01 07:22:00,1
2019-02-01 19:05:00,1
2019-02-01 21:10:00,1
2019-02-02 07:36:00,1
2019-02-02 14:08:00,1
2019-02-02 14:30:00,1
2019-02-02 21:24:00,1
2019-02-03 12:07:00,1
2019-02-04 03:42:00,1
2019-02-04 13:38:00,1
2019-02-04 14:10:00,1
2019-02-04 14:39:00,1
2019-02-05 07:56:00,1
2019-02-06 19:30:00,1
2019-02-06 20:10:00,1
2019-02-06 20:26:00,1
2019-02-06 20:34:00,1
2019-02-07 07:55:00,1
2019-02-08 01:31:00,1
2019-02-08 04:18:00,1
2019-02-08 16:49:00,1
2019-02-08 18:09:00,1
2019-02-08 22:14:00,1
2019-02-09 03:22:00,1
2019-02-09 10:55:00,1
2019-02-09 17:31:00,1
2019-02-09 18:59:00,1
2019-02-09 20:34:00,1
2019-02-10 05:49:00,1
2019-02-10 09:41:00,1
2019-02-10 16:27:00,1
2019-02-11 05:21:00,1
2019-02-11 06:55:00,1
2019-02-11 11:12:00,1
2019-02-11 21:30:00,1
2019-02-11 22:29:00,1
2019-02-12 03:55:00,1
2019-02-12 07:48:00,1
2019-02-12 15:09:00,1
2019-02-12 15:27:00,1
2019-02-12 18:43:00,1
2019-02-12 18:59:00,1
2019-02-13 08:36:00,1
2019-02-13 08:38:00,1
2019-02-13 12:18:00,1
2019-02-14 10:59:00,1
2019-02-14 12:09:00,1
2019-02-14 12:11:00,1
2019-02-14 12:53:00,1
2019-02-15 21:57:00,1
2019-02-16 12:23:00,1
2019-02-17 02:45:00,1
2019-02-17 10:18:00,1
2019-02-17 20:14:00,1
2019-02-17 23:37:00,1
2019-02-18 03:04:00,1
2019-02-18 11:02:00,1
2019-02-18 23:17:00,1
2019-02-19 01:14:00,1
2019-02-20 01:54:00,1
2019-02-20 08:47:00,1
2019-02-20 09:44:00,1
2019-02-20 22:00:00,1
2019-02-21 02:02:00,1
2019-02-21 12:59:00,1
2019-02-21 18:06:00,1
2019-02-23 09:00:00,1
2019-02-23 09:16:00,1
2019-02-23 10:57:00,1
2019-02-23 14:26:00,1
2019-02-24 11:50:00,1
2019-02-25 05:00:00,1
2019-02-25 12:13:00,1
2019-02-25 18:00:00,1
2019-02-26 01:20:00,1
2019-02-26 02:04:00,2
2019-02-26 12:43:00,1
2019-02-26 21:08:00,1
2019-02-27 17:41:00,1
2019-02-27 19:47:00,1
2019-02-27 22:23:00,1
2019-02-27 23:43:00,1
2019-02-28 01:43:00,1
2019-02-28 03:30:00,1
2019-02-28 04:48:00,2
2019-02-28 07:56:00,1
2019-02-28 08:38:00,1
2019-02-28 09:00:00,1
2019-02-28 09:32:00,1
2019-02-28 16:49:00,1
2019-02-28 17:02:00,1
2019-02-28 19:20:00,1
2019-03-01 01:03:00,1
2019-03-01 01:25:00,1
2019-03-01 01:58:00,1
2019-03-01 03:21:00,1
2019-03-01 12:55:00,1
2019-03-01 16:31:00,1
2019-03-01 18:20:00,1
2019-03-01 21:13:00,1
2019-03-01 22:15:00,1
2019-03-01 22:29:00,1
2019-03-02 01:53:00,1
2019-03-02 02:05:00,1
2019-03-02 12:32:00,1
2019-03-02 22:35:00,1
2019-03-03 02:18:00,1
2019-03-03 21:21:00,1
2019-03-04 01:52:00,1
2019-03-04 05:07:00,1
2019-03-04 08:10:00,1
2019-03-04 09:26:00,1
2019-03-04 11:21:00,1
2019-03-04 16:03:00,1
2019-03-04 22:46:00,1
2019-03-05 02:55:00,1
2019-03-05 07:27:00,1
2019-03-05 08:52:00,1
2019-03-06 00:57:00,1
2019-03-06 02:49:00,1
2019-03-06 05:53:00,1
2019-03-06 13:49:00,1
2019-03-06 16:20:00,1
2019-03-06 20:26:00,1
2019-03-06 20:53:00,1
2019-03-07 04:11:00,1
2019-03-07 10:58:00,1
2019-03-07 23:03:00,1
2019-03-08 11:09:00,1
2019-03-08 14:26:00,1
2019-03-08 17:28:00,1
2019-03-08 20:34:00,1
2019-03-08 22:28:00,1
2019-03-09 00:16:00,1
2019-03-09 01:59:00,1
2019-03-10 01:45:00,1
2019-03-10 18:10:00,1
2019-03-11 02:13:00,1
2019-03-11 07:51:00,1
2019-03-11 16:43:00,1
2019-03-11 21:02:00,1
2019-03-11 22:12:00,1
2019-03-12 01:10:00,1
2019-03-12 10:11:00,1
2019-03-12 16:39:00,1
2019-03-12 17:49:00,1
2019-03-12 18:04:00,1
2019-03-12 22:30:00,1
2019-03-13 02:51:00,1
2019-03-13 10:50:00,1
2019-03-13 15:13:00,1
2019-03-14 06:03:00,1
2019-03-14 10:16:00,1
2019-03-14 15:01:00,1
2019-03-14 20:38:00,1
2019-03-15 01:29:00,1
2019-03-15 02:58:00,1
2019-03-15 03:27:00,1
2019-03-15 03:46:00,1
2019-03-15 09:14:00,1
2019-03-15 10:40:00,1
2019-03-15 17:32:00,1
2019-03-15 18:15:00,1
2019-03-16 14:11:00,1
2019-03-16 20:58:00,1
2019-03-17 15:13:00,1
2019-03-17 18:45:00,1
2019-03-17 21:51:00,1
2019-03-18 02:51:00,1
2019-03-18 20:10:00,1
2019-03-18 23:25:00,1
2019-03-19 13:50:00,2
2019-03-19 17:32:00,1
2019-03-20 10:22:00,1
2019-03-20 13:02:00,1
2019-03-20 19:18:00,1
2019-03-21 02:50:00,1
2019-03-21 09:06:00,1
2019-03-21 16:40:00,1
2019-03-22 02:01:00,1
2019-03-22 18:40:00,1
2019-03-23 11:22:00,1
2019-03-24 09:22:00,1
2019-03-25 01:26:00,1
2019-03-25 01:47:00,1
2019-03-25 04:56:00,1
2019-03-25 05:06:00,1
2019-03-25 09:28:00,1
2019-03-26 08:52:00,1
2019-03-26 08:55:00,1
2019-03-26 09:55:00,1
2019-03-26 18:52:00,1
2019-03-26 18:55:00,1
2019-03-26 19:53:00,1
2019-03-26 20:26:00,1
2019-03-26 20:55:00,1
2019-03-27 13:08:00,1
2019-03-27 18:58:00,1
2019-03-28 08:25:00,1
2019-03-28 16:13:00,1
2019-03-28 17:52:00,1
2019-03-28 18:53:00,1
2019-03-28 19:55:00,1
2019-03-28 20:23:00,1
2019-03-28 22:15:00,1
2019-03-29 23:54:00,1
2019-03-30 08:59:00,1
2019-03-30 10:45:00,1
2019-03-30 20:55:00,1
2019-03-31 04:26:00,1
2019-03-31 12:46:00,1
2019-03-31 20:08:00,1
2019-04-01 06:21:00,1
2019-04-01 18:23:00,1
2019-04-01 19:19:00,1
2019-04-01 20:24:00,1
2019-04-01 22:16:00,1
2019-04-02 10:00:00,1
2019-04-02 23:32:00,1
2019-04-03 23:29:00,1
2019-04-04 12:48:00,1
2019-04-04 19:25:00,1
2019-04-05 00:28:00,1
2019-04-05 18:22:00,1
2019-04-06 03:31:00,1
2019-04-07 00:26:00,1
2019-04-07 02:31:00,1
2019-04-07 06:58:00,1
2019-04-07 14:38:00,1
2019-04-07 14:45:00,1
2019-04-08 15:32:00,1
2019-04-08 16:00:00,1
2019-04-08 18:46:00,1
2019-04-09 07:39:00,1
2019-04-09 12:24:00,1
2019-04-09 21:13:00,1
2019-04-09 21:19:00,1
2019-04-09 21:20:00,1
2019-04-10 00:36:00,1
2019-04-10 22:52:00,2
2019-04-11 17:21:00,1
2019-04-12 01:09:00,1
2019-04-13 09:05:00,1
2019-04-13 14:45:00,1
2019-04-13 15:20:00,1
2019-04-13 23:05:00,1
2019-04-14 11:51:00,1
2019-04-15 12:14:00,1
2019-04-15 21:54:00,1
2019-04-16 06:54:00,1
2019-04-16 18:41:00,1
2019-04-16 20:18:00,1
2019-04-16 20:35:00,1
2019-04-17 09:43:00,1
2019-04-17 17:52:00,1
2019-04-18 05:37:00,1
2019-04-18 08:55:00,1
2019-04-18 09:09:00,1
2019-04-18 14:06:00,1
2019-04-18 21:13:00,1
2019-04-18 21:54:00,1
2019-04-19 00:36:00,1
2019-04-19 01:36:00,1
2019-04-19 09:57:00,1
2019-04-19 10:31:00,1
2019-04-19 13:11:00,1
2019-04-19 19:05:00,1
2019-04-19 23:03:00,1
2019-04-20 01:52:00,1
2019-04-20 03:53:00,1
2019-04-20 16:28:00,1
2019-04-20 18:55:00,1
2019-04-20 20:32:00,1
2019-04-22 09:03:00,1
2019-04-22 13:48:00,1
2019-04-22 19:46:00,1
2019-04-22 22:24:00,1
2019-04-23 10:04:00,1
2019-04-23 23:21:00,1
2019-04-25 06:19:00,1
2019-04-26 00:37:00,1
2019-04-26 10:35:00,1
2019-04-27 06:44:00,1
2019-04-27 07:30:00,1
2019-04-28 02:47:00,1
2019-04-28 05:53:00,1
2019-04-28 08:23:00,1
2019-04-28 09:14:00,1
2019-04-28 10:59:00,1
2019-04-28 13:27:00,1
2019-04-29 09:45:00,1
2019-04-29 16:15:00,1
2019-04-29 16:54:00,1
2019-04-30 07:50:00,1
2019-04-30 08:46:00,1
2019-04-30 09:52:00,1
2019-04-30 10:03:00,1
2019-05-01 03:07:00,1
2019-05-01 07:43:00,1
2019-05-01 14:48:00,1
2019-05-01 18:51:00,1
2019-05-02 09:36:00,1
2019-05-02 10:59:00,1
2019-05-02 13:27:00,1
2019-05-02 17:39:00,1
2019-05-03 04:40:00,1
2019-05-03 14:46:00,1
2019-05-03 17:25:00,1
2019-05-03 22:54:00,1
2019-05-03 23:27:00,1
2019-05-05 05:35:00,1
2019-05-05 15:55:00,1
2019-05-06 07:06:00,1
2019-05-06 08:01:00,1
2019-05-06 09:05:00,1
2019-05-06 14:50:00,1
2019-05-07 13:52:00,1
2019-05-08 14:53:00,1
2019-05-09 09:05:00,1
2019-05-10 00:49:00,1
2019-05-10 16:23:00,1
2019-05-11 05:16:00,1
2019-05-11 06:45:00,1
2019-05-12 19:25:00,1
2019-05-13 00:03:00,1
2019-05-13 02:32:00,1
2019-05-13 06:23:00,1
2019-05-13 06:28:00,1
2019-05-13 08:35:00,1
2019-05-13 09:40:00,1
2019-05-13 14:54:00,1
2019-05-13 21:40:00,1
2019-05-13 22:23:00,1
2019-05-14 07:36:00,1
2019-05-14 17:19:00,1
2019-05-14 19:39:00,1
2019-05-15 22:20:00,1
2019-05-15 23:55:00,1
2019-05-16 00:40:00,1
2019-05-17 03:56:00,1
2019-05-17 04:18:00,1
2019-05-17 04:30:00,1
2019-05-17 09:16:00,1
2019-05-18 20:33:00,1
2019-05-18 21:21:00,1
2019-05-18 21:58:00,1
2019-05-19 10:09:00,1
2019-05-19 10:22:00,1
2019-05-19 13:03:00,1
2019-05-19 13:18:00,1
2019-05-19 20:15:00,1
2019-05-19 21:22:00,1
2019-05-20 17:15:00,1
2019-05-20 18:34:00,1
2019-05-21 02:33:00,1
2019-05-21 02:36:00,1
2019-05-21 03:23:00,1
2019-05-21 10:15:00,1
2019-05-21 17:10:00,1
2019-05-23 04:24:00,1
2019-05-23 06:25:00,1
2019-05-23 09:58:00,1
2019-05-23 12:21:00,1
2019-05-23 13:30:00,1
2019-05-23 16:56:00,1
2019-05-24 02:12:00,1
2019-05-24 08:44:00,1
2019-05-24 08:54:00,1
2019-05-24 13:29:00,1
2019-05-24 17:28:00,1
2019-05-24 19:07:00,1
2019-05-24 19:52:00,1
2019-05-24 20:23:00,1
2019-05-24 23:57:00,1
2019-05-25 02:31:00,1
2019-05-26 11:11:00,1
2019-05-27 12:09:00,1
2019-05-28 18:54:00,1
2019-05-28 20:40:00,1
2019-05-29 03:56:00,1
2019-05-29 05:58:00,1
2019-05-29 19:04:00,1
2019-05-30 02:46:00,1
2019-05-30 11:23:00,1
2019-05-30 16:03:00,1
2019-05-30 21:11:00,1
2019-05-31 01:16:00,1
2019-05-31 14:25:00,1
2019-06-01 02:45:00,1
2019-06-01 05:35:00,1
2019-06-01 13:27:00,1
2019-06-02 06:37:00,1
2019-06-03 08:10:00,1
2019-06-04 07:29:00,1
2019-06-04 08:11:00,1
2019-06-05 17:42:00,1
2019-06-06 07:23:00,1
2019-06-06 09:00:00,1
2019-06-06 16:56:00,1
2019-06-06 23:46:00,1
2019-06-07 14:21:00,1
2019-06-09 11:53:00,1
2019-06-10 21:02:00,1
2019-06-10 21:20:00,1
2019-06-11 00:05:00,1
2019-06-11 01:05:00,1
2019-06-11 02:04:00,1
2019-06-11 05:28:00,1
2019-06-11 06:25:00,1
2019-06-11 14:59:00,1
2019-06-11 16:36:00,1
2019-06-12 04:50:00,1
2019-06-12 15:30:00,1
2019-06-13 11:33:00,1
2019-06-13 22:32:00,1
2019-06-14 05:56:00,1
2019-06-14 22:20:00,1
2019-06-15 09:21:00,1
2019-06-15 11:37:00,1
2019-06-15 15:03:00,1
2019-06-16 07:37:00,1
2019-06-16 13:41:00,1
2019-06-16 16:54:00,1
2019-06-17 01:57:00,1
2019-06-17 06:30:00,1
2019-06-17 09:50:00,1
2019-06-17 10:21:00,1
2019-06-17 12:07:00,1
2019-06-17 16:11:00,1
2019-06-18 11:41:00,1
2019-06-18 13:07:00,1
2019-06-18 14:40:00,1
2019-06-18 21:22:00,1
2019-06-19 11:49:00,1
2019-06-20 00:08:00,1
2019-06-20 03:49:00,1
2019-06-20 06:30:00,1
2019-06-20 07:09:00,1
2019-06-21 00:48:00,1
2019-06-21 06:34:00,1
2019-06-22 01:25:00,1
2019-06-22 06:00:00,1
2019-06-23 03:39:00,1
2019-06-23 03:41:00,1
2019-06-23 08:13:00,1
2019-06-23 15:51:00,1
2019-06-23 17:07:00,1
2019-06-23 20:09:00,1
2019-06-23 22:31:00,1
2019-06-24 12:00:00,1
2019-06-25 04:02:00,1
2019-06-25 08:51:00,1
2019-06-25 09:55:00,1
2019-06-25 12:26:00,1
2019-06-25 16:02:00,1
2019-06-25 17:21:00,1
2019-06-25 19:30:00,1
2019-06-25 19:49:00,1
2019-06-26 00:39:00,1
2019-06-26 09:36:00,1
2019-06-27 01:56:00,1
2019-06-27 08:31:00,1
2019-06-27 09:02:00,1
2019-06-27 20:00:00,1
2019-06-28 03:35:00,1
2019-06-28 06:17:00,1
2019-06-28 12:02:00,1
2019-06-28 12:22:00,1
2019-06-28 21:09:00,1
2019-06-29 05:34:00,1
2019-06-29 11:28:00,1
2019-06-29 14:21:00,1
2019-07-01 06:00:00,1
2019-07-01 08:07:00,1
2019-07-01 09:54:00,1
2019-07-01 21:24:00,1
2019-07-02 01:27:00,1
2019-07-02 08:43:00,1
2019-07-02 14:31:00,1
2019-07-02 15:14:00,1
2019-07-02 18:00:00,1
2019-07-02 19:40:00,1
2019-07-03 09:11:00,1
2019-07-03 14:20:00,1
2019-07-05 13:38:00,1
2019-07-05 21:12:00,1
2019-07-06 03:05:00,1
2019-07-06 08:00:00,1
2019-07-06 23:39:00,1
2019-07-06 23:53:00,1
2019-07-07 10:34:00,1
2019-07-08 04:49:00,1
2019-07-08 12:34:00,1
2019-07-08 17:04:00,1
2019-07-08 20:20:00,1
2019-07-09 01:26:00,1
2019-07-10 04:02:00,1
2019-07-10 19:46:00,1
2019-07-11 12:45:00,1
2019-07-11 17:28:00,1
2019-07-11 21:30:00,1
2019-07-12 02:39:00,1
2019-07-12 10:11:00,1
2019-07-12 13:45:00,1
2019-07-12 17:16:00,1
2019-07-12 19:10:00,1
2019-07-12 21:20:00,1
2019-07-13 04:14:00,1
2019-07-13 13:09:00,1
2019-07-14 01:29:00,1
2019-07-14 07:42:00,1
2019-07-14 08:31:00,1
2019-07-14 17:30:00,1
2019-07-14 19:47:00,1
2019-07-15 10:37:00,1
2019-07-16 05:02:00,1
2019-07-16 15:53:00,1
2019-07-16 17:10:00,1
2019-07-17 10:34:00,1
2019-07-17 12:03:00,1
2019-07-18 05:02:00,1
2019-07-18 09:44:00,1
2019-07-18 20:26:00,1
2019-07-18 23:15:00,1
2019-07-19 22:08:00,1
2019-07-19 23:17:00,1
2019-07-20 00:18:00,1
2019-07-20 03:53:00,1
2019-07-20 04:20:00,1
2019-07-20 05:26:00,1
2019-07-20 10:03:00,1
2019-07-21 06:51:00,1
2019-07-21 18:05:00,1
2019-07-21 23:43:00,1
2019-07-22 05:25:00,1
2019-07-22 13:32:00,1
2019-07-23 08:36:00,1
2019-07-23 15:06:00,1
2019-07-24 01:54:00,1
2019-07-24 02:06:00,1
2019-07-24 08:07:00,1
2019-07-24 10:26:00,1
2019-07-24 13:59:00,1
2019-07-25 05:08:00,1
2019-07-25 09:45:00,1
2019-07-25 23:02:00,1
2019-07-26 14:51:00,1
2019-07-26 15:24:00,1
2019-07-27 02:30:00,2
2019-07-27 19:57:00,1
2019-07-28 07:52:00,1
2019-07-28 16:00:00,1
2019-07-28 19:31:00,1
2019-07-28 19:49:00,1
2019-07-29 04:29:00,1
2019-07-29 09:21:00,1
2019-07-29 23:53:00,1
2019-07-30 00:06:00,1
2019-07-30 00:36:00,1
2019-07-30 02:11:00,1
2019-07-30 06:14:00,1
2019-07-30 06:16:00,1
2019-07-30 15:45:00,1
2019-07-30 21:05:00,1
2019-07-31 02:26:00,1
2019-07-31 10:46:00,1
2019-08-01 13:39:00,1
2019-08-01 23:54:00,1
2019-08-02 20:52:00,1
2019-08-03 06:41:00,1
2019-08-03 10:28:00,1
2019-08-03 17:32:00,1
2019-08-03 18:39:00,1
2019-08-04 20:55:00,1
2019-08-04 21:15:00,1
2019-08-05 03:24:00,1
2019-08-05 08:34:00,1
2019-08-05 14:24:00,1
2019-08-05 20:27:00,1
2019-08-06 02:36:00,1
2019-08-06 21:22:00,1
2019-08-08 18:14:00,1
2019-08-09 14:51:00,1
2019-08-09 17:46:00,1
2019-08-10 23:47:00,1
2019-08-12 14:53:00,1
2019-08-12 16:11:00,1
2019-08-13 14:50:00,1
2019-08-13 18:57:00,1
2019-08-13 20:34:00,1
2019-08-13 23:12:00,1
2019-08-13 23:13:00,1
2019-08-13 23:14:00,2
2019-08-13 23:17:00,1
2019-08-14 22:44:00,1
2019-08-15 03:47:00,1
2019-08-15 06:51:00,1
2019-08-16 07:03:00,1
2019-08-16 11:42:00,1
2019-08-16 15:35:00,1
2019-08-16 23:27:00,1
2019-08-17 03:40:00,1
2019-08-17 09:11:00,1
2019-08-17 10:06:00,1
2019-08-18 19:06:00,1
2019-08-19 16:52:00,1
2019-08-20 15:59:00,1
2019-08-20 20:44:00,1
2019-08-20 22:32:00,1
2019-08-20 23:02:00,1
2019-08-21 04:34:00,1
2019-08-21 04:40:00,1
2019-08-22 07:36:00,1
2019-08-22 11:09:00,1
2019-08-23 01:39:00,1
2019-08-23 07:55:00,1
2019-08-23 14:24:00,1
2019-08-24 15:04:00,1
2019-08-25 02:50:00,1
2019-08-26 00:54:00,1
2019-08-27 21:58:00,1
2019-08-27 23:22:00,1
2019-08-28 17:37:00,2
2019-08-28 17:38:00,1
2019-08-28 19:37:00,1
2019-08-29 03:18:00,1
2019-08-29 04:06:00,1
2019-08-29 05:26:00,1
2019-08-29 09:46:00,1
2019-08-29 12:16:00,1
2019-08-30 04:34:00,1
2019-08-30 11:09:00,1
2019-08-30 12:15:00,1
2019-08-30 13:09:00,1
2019-08-31 05:46:00,1
2019-08-31 13:09:00,1
2019-08-31 15:44:00,1
2019-08-31 15:51:00,1
2019-09-01 04:26:00,1
2019-09-01 06:29:00,1
2019-09-01 07:00:00,1
2019-09-01 07:48:00,1
2019-09-01 14:08:00,1
2019-09-02 09:08:00,1
2019-09-02 13:06:00,1
2019-09-02 22:23:00,1
2019-09-03 15:38:00,1
2019-09-05 22:30:00,1
2019-09-05 22:42:00,1
2019-09-05 22:51:00,1
2019-09-06 02:57:00,1
2019-09-06 10:23:00,1
2019-09-06 21:53:00,1
2019-09-06 23:03:00,1
2019-09-07 10:31:00,1
2019-09-07 16:53:00,1
2019-09-07 17:49:00,1
2019-09-07 21:55:00,1
2019-09-08 06:17:00,1
2019-09-08 09:34:00,1
2019-09-08 15:07:00,1
2019-09-09 15:24:00,1
2019-09-10 05:29:00,1
2019-09-10 07:18:00,1
2019-09-10 21:14:00,1
2019-09-11 10:25:00,1
2019-09-11 12:09:00,1
2019-09-11 21:44:00,1
2019-09-11 22:34:00,1
2019-09-12 06:46:00,1
2019-09-12 07:46:00,1
2019-09-12 08:02:00,1
2019-09-13 00:28:00,1
2019-09-13 05:04:00,1
2019-09-14 17:54:00,1
2019-09-14 21:37:00,1
2019-09-14 23:56:00,1
2019-09-15 05:47:00,1
2019-09-15 06:56:00,1
2019-09-15 08:02:00,1
2019-09-15 14:49:00,1
2019-09-16 00:26:00,1
2019-09-16 12:45:00,1
2019-09-17 02:20:00,1
2019-09-17 10:14:00,1
2019-09-17 14:17:00,1
2019-09-17 20:45:00,1
2019-09-18 10:52:00,1
2019-09-18 13:22:00,1
2019-09-18 13:30:00,1
2019-09-18 18:29:00,1
2019-09-18 21:13:00,1
2019-09-19 00:21:00,1
2019-09-19 03:24:00,1
2019-09-19 08:24:00,1
2019-09-19 14:56:00,1
2019-09-19 15:27:00,1
2019-09-20 00:27:00,1
2019-09-20 01:04:00,1
2019-09-20 03:57:00,1
2019-09-20 08:47:00,1
2019-09-21 12:22:00,1
2019-09-23 04:14:00,1
2019-09-23 05:10:00,1
2019-09-23 18:20:00,1
2019-09-24 04:56:00,1
2019-09-24 13:13:00,1
2019-09-25 03:23:00,3
2019-09-25 03:24:00,1
2019-09-25 06:09:00,1
2019-09-25 07:13:00,1
2019-09-25 09:26:00,1
2019-09-26 04:17:00,1
2019-09-26 05:21:00,1
2019-09-26 18:47:00,1
2019-09-26 23:07:00,1
2019-09-27 14:19:00,1
2019-09-27 23:41:00,1
2019-09-27 23:54:00,1
2019-09-28 04:43:00,1
2019-09-28 14:43:00,1
2019-09-29 03:52:00,1
2019-09-29 09:32:00,1
2019-09-29 18:40:00,1
2019-09-29 21:40:00,1
2019-09-29 22:43:00,1
2019-09-30 01:44:00,1
2019-09-30 07:48:00,1
2019-09-30 10:25:00,1
2019-10-01 06:05:00,1
2019-10-01 12:20:00,1
2019-10-01 15:03:00,1
2019-10-02 06:09:00,1
2019-10-02 08:57:00,1
2019-10-02 15:35:00,1
2019-10-03 12:36:00,1
2019-10-03 14:26:00,1
2019-10-03 18:01:00,1
2019-10-03 20:47:00,1
2019-10-03 22:16:00,1
2019-10-04 00:45:00,1
2019-10-04 10:53:00,1
2019-10-04 16:29:00,1
2019-10-05 13:05:00,1
2019-10-07 06:28:00,1
2019-10-07 12:04:00,1
2019-10-07 12:54:00,1
2019-10-08 01:28:00,1
2019-10-08 02:46:00,1
2019-10-08 19:43:00,1
2019-10-09 10:55:00,1
2019-10-09 16:23:00,1
2019-10-10 05:01:00,1
2019-10-10 07:58:00,1
2019-10-10 13:18:00,1
2019-10-11 01:43:00,1
2019-10-11 02:10:00,1
2019-10-11 15:50:00,3
2019-10-12 02:53:00,1
2019-10-12 05:32:00,1
2019-10-13 01:54:00,1
2019-10-13 12:10:00,1
2019-10-14 00:23:00,1
2019-10-14 02:47:00,1
2019-10-15 11:22:00,1
2019-10-15 11:26:00,1
2019-10-15 16:55:00,1
2019-10-15 21:03:00,1
2019-10-15 23:50:00,1
2019-10-16 08:05:00,1
2019-10-16 22:49:00,1
2019-10-16 23:04:00,1
2019-10-17 05:17:00,1
2019-10-17 07:47:00,1
2019-10-17 12:00:00,1
2019-10-17 16:44:00,1
2019-10-18 19:01:00,2
2019-10-19 09:48:00,1
2019-10-19 17:32:00,1
2019-10-20 05:33:00,1
2019-10-21 00:17:00,1
2019-10-21 02:31:00,1
2019-10-21 07:18:00,1
2019-10-21 13:20:00,1
2019-10-21 22:51:00,1
2019-10-22 03:48:00,1
2019-10-22 04:36:00,1
2019-10-22 06:19:00,1
2019-10-22 10:02:00,1
2019-10-22 11:32:00,1
2019-10-22 15:08:00,1
2019-10-22 19:10:00,1
2019-10-22 20:07:00,1
2019-10-22 20:23:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:31:00,1
2019-10-23 00:10:00,1
2019-10-23 00:44:00,1
2019-10-23 11:40:00,1
2019-10-23 13:33:00,1
2019-10-23 14:49:00,1
2019-10-23 20:03:00,1
2019-10-23 22:18:00,1
2019-10-24 03:34:00,1
2019-10-24 09:42:00,1
2019-10-24 10:41:00,1
2019-10-24 11:25:00,1
2019-10-24 12:57:00,1
2019-10-24 13:57:00,1
2019-10-24 15:59:00,1
2019-10-24 16:31:00,1
2019-10-24 21:26:00,1
2019-10-24 21:37:00,1
2019-10-24 21:52:00,1
2019-10-25 00:12:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-25 10:56:00,1
2019-10-25 19:39:00,1
2019-10-26 04:31:00,1
2019-10-26 14:41:00,1
2019-10-26 18:02:00,1
2019-10-26 19:34:00,1
2019-10-27 10:08:00,1
2019-10-29 11:39:00,1
2019-10-29 16:30:00,1
2019-10-30 09:58:00,1
2019-10-30 20:51:00,1
2019-10-30 23:41:00,1
2019-10-31 04:05:00,1
2019-10-31 07:48:00,1
2019-10-31 07:49:00,1
2019-10-31 07:54:00,1
2019-11-01 05:26:00,1
2019-11-01 07:03:00,1
2019-11-01 20:03:00,1
2019-11-01 23:03:00,1
