8,"select LEFT (Name, #) from chinook.Artist group by Name"
2019-04-10 18:16:00,2
2019-04-10 18:17:00,1
2019-04-10 18:18:00,1
2019-04-10 18:19:00,2
2019-04-10 18:48:00,1
2019-04-10 19:11:00,1
