1949,select * from zoo2MainSpecz where dr8objid = #
2019-12-09 05:55:00,1
2019-12-09 06:16:00,1
2019-12-09 06:41:00,1
2019-12-09 11:22:00,1
2019-12-09 12:21:00,1
2019-12-09 12:52:00,1
2019-12-09 17:09:00,1
2019-12-09 21:01:00,1
2019-12-09 21:24:00,1
2019-12-09 22:44:00,1
2019-12-10 03:12:00,1
2019-12-10 05:15:00,1
2019-12-10 05:40:00,1
2019-12-10 07:47:00,1
2019-12-10 10:14:00,1
2019-12-10 12:27:00,1
2019-12-10 13:15:00,1
2019-12-10 17:29:00,1
2019-12-10 18:21:00,1
2019-12-11 03:15:00,1
2019-12-11 08:39:00,1
2019-12-11 11:05:00,1
2019-12-11 12:49:00,1
2019-12-11 17:24:00,1
2019-12-11 20:26:00,1
2019-12-11 21:46:00,1
2019-12-12 09:45:00,1
2019-12-12 10:51:00,1
2019-12-13 02:47:00,1
2019-12-13 05:40:00,3
2019-12-13 10:11:00,1
2019-12-13 20:39:00,1
2019-12-14 09:04:00,1
2019-12-14 13:41:00,1
2019-12-15 00:53:00,1
2019-12-15 06:56:00,1
2019-12-15 09:33:00,1
2019-12-15 10:09:00,1
2019-12-15 12:04:00,1
2019-12-15 14:14:00,1
2019-12-15 15:05:00,1
2019-12-15 17:42:00,1
2019-12-15 20:10:00,1
2019-12-15 22:07:00,1
2019-12-16 02:40:00,1
2019-12-16 06:22:00,2
2019-12-16 06:23:00,13
2019-12-16 09:26:00,1
2019-12-16 12:04:00,1
2019-12-16 17:42:00,1
2019-12-16 20:27:00,1
2019-12-16 21:33:00,1
2019-12-17 06:28:00,1
2019-12-18 00:34:00,1
2019-12-18 04:06:00,15
2019-12-18 04:07:00,24
2019-12-19 07:15:00,3
2019-12-19 07:16:00,14
2019-12-19 07:17:00,5
2019-12-19 10:01:00,7
2019-12-19 17:18:00,1
2019-12-20 09:57:00,3
2019-12-20 09:58:00,3
2019-12-20 09:59:00,4
2019-12-20 10:00:00,2
2019-12-20 10:01:00,4
2019-12-20 10:02:00,2
2019-12-20 10:03:00,2
2019-12-20 10:04:00,2
2019-12-20 10:05:00,3
2019-12-20 10:06:00,1
2019-12-20 19:32:00,1
2019-12-21 15:21:00,1
2019-12-21 19:45:00,1
2019-12-24 08:25:00,1
2019-12-29 02:43:00,1
2019-12-29 03:30:00,1
2019-12-30 12:22:00,1
2019-12-31 17:44:00,1
2019-12-31 17:45:00,2
2019-12-31 20:32:00,4
2019-12-31 23:40:00,1
