899,"SELECT TOP # emline.fiberid as fiberID, emline.ra, emline.dec, emline.z as z_noqso, emline.zerr as z_noqso_err, emline.sigmaStars as emline_vdisp, emline.sigmaStarsErr as emline_vdisp_err, pca.vdisp_median as pca_vdisp, pca.vdisp_err as pca_vdisp_err, sp.veldisp as sp_vdisp, sp.veldisperr as sp_vdisp_err FROM emissionLinesPort AS emline JOIN stellarMassPCAWisc AS pca ON emline.specobjid = pca.specobjid JOIN specObj as sp ON emline.specobjid = sp.specobjid WHERE emline.plate = # AND emline.mjd = # AND pca.warning = #"
2019-02-10 08:37:00,1
2019-02-10 09:42:00,1
2019-02-11 11:13:00,1
2019-02-11 22:22:00,1
2019-02-12 17:29:00,1
2019-02-12 19:50:00,1
2019-02-12 19:56:00,1
2019-02-13 14:38:00,1
2019-02-14 11:00:00,1
2019-02-14 12:10:00,1
2019-02-14 14:40:00,1
2019-02-18 03:05:00,1
2019-02-18 04:50:00,1
2019-02-19 00:13:00,1
2019-02-20 03:02:00,1
2019-02-21 01:57:00,1
2019-02-21 18:10:00,1
2019-02-22 14:17:00,1
2019-02-24 11:51:00,1
2019-02-24 12:27:00,1
2019-02-25 05:51:00,1
2019-02-25 08:47:00,1
2019-02-26 00:27:00,1
2019-02-26 02:57:00,1
2019-02-27 13:27:00,1
2019-02-27 13:41:00,1
2019-02-27 19:40:00,1
2019-02-27 19:49:00,1
2019-02-27 22:27:00,1
2019-02-28 03:32:00,1
2019-02-28 07:03:00,1
2019-02-28 08:58:00,1
2019-02-28 21:27:00,1
2019-03-01 10:23:00,1
2019-03-01 12:57:00,1
2019-03-01 15:21:00,1
2019-03-01 15:41:00,1
2019-03-01 22:08:00,1
2019-03-01 22:18:00,1
2019-03-01 22:31:00,1
2019-03-02 02:07:00,1
2019-03-02 10:27:00,1
2019-03-02 22:37:00,1
2019-03-03 04:26:00,1
2019-03-03 04:39:00,1
2019-03-03 05:03:00,1
2019-03-03 10:42:00,1
2019-03-04 02:02:00,1
2019-03-04 11:46:00,1
2019-03-05 04:56:00,1
2019-03-05 07:30:00,1
2019-03-05 08:53:00,1
2019-03-06 16:31:00,1
2019-03-06 16:39:00,1
2019-03-06 19:20:00,1
2019-03-07 10:08:00,1
2019-03-07 14:08:00,1
2019-03-07 21:25:00,1
2019-03-08 22:01:00,1
2019-03-09 00:54:00,1
2019-03-09 12:13:00,1
2019-03-09 14:48:00,1
2019-03-09 16:29:00,1
2019-03-09 23:00:00,1
2019-03-10 00:00:00,1
2019-03-10 02:44:00,1
2019-03-10 18:11:00,1
2019-03-10 23:11:00,1
2019-03-11 03:11:00,1
2019-03-11 11:17:00,1
2019-03-11 15:47:00,1
2019-03-11 17:10:00,1
2019-03-12 16:37:00,1
2019-03-12 23:27:00,1
2019-03-13 01:20:00,1
2019-03-13 03:26:00,1
2019-03-13 06:17:00,1
2019-03-13 07:51:00,1
2019-03-13 09:47:00,1
2019-03-13 17:24:00,1
2019-03-14 07:47:00,1
2019-03-14 14:31:00,1
2019-03-15 01:34:00,1
2019-03-15 19:30:00,1
2019-03-16 06:04:00,1
2019-03-16 07:41:00,1
2019-03-19 01:39:00,1
2019-03-19 04:12:00,1
2019-03-19 09:53:00,1
2019-03-19 16:48:00,2
2019-03-20 05:14:00,1
2019-03-20 15:23:00,1
2019-03-21 03:53:00,1
2019-03-22 11:47:00,1
2019-03-24 00:24:00,1
2019-03-24 07:46:00,1
2019-03-24 09:49:00,1
2019-03-24 16:11:00,1
2019-03-24 17:40:00,1
2019-03-24 21:57:00,1
2019-03-25 02:25:00,1
2019-03-25 05:05:00,1
2019-03-25 10:24:00,1
2019-03-25 12:34:00,1
2019-03-26 08:56:00,1
2019-03-26 11:12:00,1
2019-03-26 11:32:00,1
2019-03-26 19:54:00,1
2019-03-26 20:28:00,1
2019-03-26 20:56:00,1
2019-03-26 22:47:00,1
2019-03-27 04:32:00,1
2019-03-27 04:33:00,1
2019-03-27 04:49:00,1
2019-03-27 19:45:00,1
2019-03-28 16:14:00,1
2019-03-28 18:43:00,1
2019-03-28 19:56:00,1
2019-03-28 23:21:00,1
2019-03-30 10:00:00,1
2019-03-31 17:59:00,1
2019-03-31 21:18:00,1
2019-04-01 06:23:00,1
2019-04-01 18:24:00,1
2019-04-01 20:14:00,1
2019-04-01 22:17:00,1
2019-04-02 12:21:00,1
2019-04-03 20:44:00,1
2019-04-04 13:43:00,1
2019-04-05 02:12:00,1
2019-04-05 06:15:00,1
2019-04-05 20:42:00,1
2019-04-06 04:08:00,1
2019-04-07 06:49:00,1
2019-04-07 15:03:00,1
2019-04-07 16:28:00,1
2019-04-07 19:13:00,1
2019-04-08 01:56:00,1
2019-04-08 15:35:00,1
2019-04-08 18:47:00,1
2019-04-09 07:41:00,1
2019-04-09 12:25:00,1
2019-04-09 16:34:00,1
2019-04-09 21:15:00,1
2019-04-09 21:20:00,1
2019-04-09 21:21:00,1
2019-04-10 00:36:00,1
2019-04-10 01:39:00,1
2019-04-11 01:20:00,1
2019-04-11 03:07:00,2
2019-04-13 07:26:00,1
2019-04-13 19:35:00,1
2019-04-14 08:30:00,1
2019-04-14 13:04:00,1
2019-04-14 19:49:00,1
2019-04-14 23:31:00,1
2019-04-15 16:28:00,1
2019-04-15 19:14:00,1
2019-04-16 00:01:00,1
2019-04-16 03:01:00,1
2019-04-16 18:43:00,1
2019-04-16 20:41:00,1
2019-04-18 05:44:00,1
2019-04-18 10:10:00,2
2019-04-18 16:29:00,1
2019-04-18 21:55:00,1
2019-04-18 23:44:00,1
2019-04-19 01:39:00,1
2019-04-19 09:59:00,1
2019-04-19 19:06:00,1
2019-04-19 22:21:00,1
2019-04-19 22:33:00,1
2019-04-22 11:59:00,1
2019-04-22 19:55:00,1
2019-04-22 23:37:00,1
2019-04-24 02:12:00,1
2019-04-24 23:28:00,1
2019-04-25 11:12:00,1
2019-04-27 09:01:00,1
2019-04-27 12:52:00,1
2019-04-28 03:52:00,1
2019-04-28 10:19:00,1
2019-04-28 11:21:00,1
2019-04-28 13:36:00,1
2019-04-29 01:05:00,1
2019-04-29 03:49:00,1
2019-04-29 05:06:00,1
2019-04-29 11:23:00,1
2019-04-29 11:44:00,1
2019-04-30 11:48:00,1
2019-04-30 15:07:00,1
2019-04-30 21:09:00,1
2019-05-01 12:10:00,1
2019-05-01 14:56:00,1
2019-05-02 11:09:00,1
2019-05-02 22:46:00,1
2019-05-03 04:41:00,1
2019-05-03 14:47:00,1
2019-05-03 17:26:00,1
2019-05-04 00:59:00,1
2019-05-05 02:22:00,1
2019-05-06 08:52:00,1
2019-05-06 10:01:00,1
2019-05-06 17:15:00,1
2019-05-07 11:10:00,1
2019-05-09 20:01:00,1
2019-05-10 16:23:00,1
2019-05-11 06:11:00,1
2019-05-11 07:45:00,1
2019-05-11 17:35:00,1
2019-05-11 17:40:00,1
2019-05-12 08:07:00,1
2019-05-12 23:07:00,1
2019-05-13 00:36:00,1
2019-05-13 09:04:00,1
2019-05-13 10:07:00,1
2019-05-14 00:57:00,1
2019-05-14 08:31:00,1
2019-05-14 10:01:00,1
2019-05-14 22:09:00,1
2019-05-15 23:15:00,1
2019-05-15 23:56:00,1
2019-05-16 00:41:00,1
2019-05-16 04:24:00,1
2019-05-16 12:54:00,1
2019-05-17 05:01:00,1
2019-05-17 05:10:00,1
2019-05-18 11:38:00,1
2019-05-18 20:34:00,1
2019-05-18 21:22:00,1
2019-05-18 22:00:00,1
2019-05-19 11:18:00,1
2019-05-19 12:58:00,1
2019-05-20 19:35:00,1
2019-05-21 05:32:00,1
2019-05-21 06:55:00,1
2019-05-21 12:26:00,1
2019-05-21 19:19:00,1
2019-05-22 01:40:00,1
2019-05-23 04:23:00,1
2019-05-23 09:03:00,1
2019-05-23 09:59:00,1
2019-05-23 13:32:00,1
2019-05-23 16:10:00,1
2019-05-23 20:31:00,1
2019-05-23 23:41:00,1
2019-05-24 00:55:00,1
2019-05-24 02:13:00,1
2019-05-24 08:56:00,1
2019-05-24 13:30:00,1
2019-05-24 21:22:00,1
2019-05-24 22:19:00,1
2019-05-24 23:39:00,1
2019-05-25 00:01:00,1
2019-05-25 07:31:00,1
2019-05-25 22:14:00,1
2019-05-27 12:41:00,1
2019-05-29 03:03:00,1
2019-05-29 04:48:00,1
2019-05-29 08:36:00,1
2019-05-29 13:04:00,1
2019-05-30 04:16:00,1
2019-05-30 04:46:00,1
2019-05-30 15:20:00,1
2019-05-30 22:53:00,1
2019-05-30 23:28:00,1
2019-05-31 03:31:00,1
2019-05-31 13:09:00,1
2019-05-31 17:58:00,1
2019-06-02 23:54:00,1
2019-06-04 14:46:00,1
2019-06-05 18:40:00,1
2019-06-07 15:21:00,1
2019-06-07 16:08:00,1
2019-06-08 14:10:00,1
2019-06-08 15:41:00,1
2019-06-08 16:14:00,1
2019-06-08 20:26:00,1
2019-06-10 21:03:00,1
2019-06-10 21:21:00,1
2019-06-11 00:57:00,1
2019-06-11 01:58:00,1
2019-06-11 05:44:00,1
2019-06-11 16:14:00,1
2019-06-11 17:25:00,1
2019-06-11 20:55:00,1
2019-06-12 14:44:00,1
2019-06-12 18:16:00,1
2019-06-12 18:57:00,1
2019-06-13 06:56:00,1
2019-06-13 13:21:00,1
2019-06-14 08:23:00,1
2019-06-15 00:01:00,1
2019-06-15 01:39:00,1
2019-06-15 09:23:00,1
2019-06-16 17:06:00,1
2019-06-16 17:58:00,1
2019-06-17 09:51:00,1
2019-06-17 10:43:00,1
2019-06-18 11:44:00,1
2019-06-18 13:10:00,1
2019-06-18 14:44:00,1
2019-06-19 01:33:00,1
2019-06-19 14:01:00,1
2019-06-20 00:10:00,1
2019-06-20 03:52:00,1
2019-06-21 00:50:00,1
2019-06-21 07:00:00,1
2019-06-21 10:00:00,1
2019-06-23 00:45:00,1
2019-06-23 18:02:00,1
2019-06-23 21:40:00,1
2019-06-24 00:01:00,1
2019-06-24 01:24:00,1
2019-06-24 09:32:00,1
2019-06-24 12:50:00,1
2019-06-25 07:36:00,1
2019-06-25 12:31:00,1
2019-06-25 14:30:00,1
2019-06-25 15:49:00,1
2019-06-25 19:51:00,1
2019-06-26 10:16:00,1
2019-06-27 02:29:00,1
2019-06-27 02:35:00,1
2019-06-27 03:06:00,1
2019-06-27 10:41:00,1
2019-06-27 20:07:00,1
2019-06-28 00:57:00,1
2019-06-28 11:51:00,1
2019-06-28 13:12:00,1
2019-06-29 05:34:00,1
2019-06-29 16:46:00,1
2019-07-01 10:20:00,1
2019-07-01 14:24:00,1
2019-07-01 21:25:00,1
2019-07-01 23:24:00,1
2019-07-02 01:29:00,1
2019-07-02 15:16:00,1
2019-07-02 16:04:00,1
2019-07-02 19:02:00,1
2019-07-02 19:42:00,1
2019-07-03 10:16:00,1
2019-07-03 14:21:00,1
2019-07-03 20:52:00,1
2019-07-04 04:58:00,1
2019-07-05 19:54:00,1
2019-07-05 23:10:00,1
2019-07-06 07:19:00,1
2019-07-07 02:04:00,1
2019-07-07 09:59:00,1
2019-07-07 22:03:00,1
2019-07-08 05:50:00,1
2019-07-08 17:55:00,1
2019-07-10 18:43:00,1
2019-07-12 03:18:00,1
2019-07-12 03:33:00,1
2019-07-12 11:02:00,1
2019-07-12 16:54:00,1
2019-07-12 19:12:00,1
2019-07-13 05:04:00,1
2019-07-14 01:29:00,1
2019-07-14 02:25:00,1
2019-07-14 08:16:00,1
2019-07-14 09:56:00,1
2019-07-14 19:51:00,1
2019-07-17 09:46:00,1
2019-07-18 07:15:00,1
2019-07-18 12:05:00,1
2019-07-19 00:38:00,1
2019-07-19 10:07:00,1
2019-07-20 00:20:00,1
2019-07-20 00:37:00,1
2019-07-20 03:04:00,1
2019-07-20 04:47:00,1
2019-07-20 05:20:00,1
2019-07-20 05:28:00,1
2019-07-21 06:53:00,1
2019-07-22 01:59:00,1
2019-07-22 05:28:00,1
2019-07-22 17:36:00,1
2019-07-23 15:42:00,1
2019-07-23 16:39:00,1
2019-07-24 02:08:00,1
2019-07-24 08:10:00,1
2019-07-24 17:42:00,1
2019-07-25 04:56:00,1
2019-07-25 05:10:00,1
2019-07-25 23:05:00,1
2019-07-26 19:33:00,1
2019-07-26 22:40:00,1
2019-07-27 03:56:00,1
2019-07-27 15:38:00,1
2019-07-27 20:54:00,1
2019-07-28 08:46:00,1
2019-07-28 14:40:00,1
2019-07-28 22:11:00,1
2019-07-29 01:43:00,1
2019-07-29 15:35:00,1
2019-07-29 21:15:00,1
2019-07-29 23:20:00,1
2019-07-30 01:27:00,1
2019-07-30 04:15:00,1
2019-07-30 20:35:00,1
2019-07-30 22:44:00,1
2019-07-31 00:05:00,1
2019-07-31 02:41:00,1
2019-07-31 23:33:00,1
2019-08-02 13:57:00,1
2019-08-02 21:43:00,1
2019-08-03 00:52:00,1
2019-08-04 21:48:00,2
2019-08-04 23:31:00,1
2019-08-05 04:29:00,1
2019-08-05 15:20:00,1
2019-08-06 02:37:00,1
2019-08-07 06:27:00,1
2019-08-08 04:56:00,1
2019-08-08 19:54:00,1
2019-08-08 20:53:00,1
2019-08-09 08:30:00,1
2019-08-09 09:06:00,1
2019-08-09 14:59:00,1
2019-08-09 17:57:00,1
2019-08-11 01:16:00,1
2019-08-11 22:42:00,1
2019-08-12 00:28:00,1
2019-08-12 17:10:00,1
2019-08-12 20:43:00,1
2019-08-13 08:51:00,1
2019-08-13 17:07:00,1
2019-08-13 19:15:00,1
2019-08-14 22:46:00,1
2019-08-15 03:50:00,1
2019-08-16 07:05:00,1
2019-08-16 14:35:00,1
2019-08-16 15:17:00,1
2019-08-16 15:45:00,1
2019-08-16 23:36:00,1
2019-08-17 07:29:00,1
2019-08-17 09:13:00,1
2019-08-17 14:31:00,1
2019-08-17 14:33:00,1
2019-08-20 23:04:00,1
2019-08-21 04:42:00,1
2019-08-22 07:38:00,1
2019-08-22 09:37:00,1
2019-08-22 10:34:00,1
2019-08-23 01:41:00,1
2019-08-23 04:52:00,1
2019-08-23 07:31:00,1
2019-08-23 07:58:00,1
2019-08-23 14:30:00,1
2019-08-24 11:13:00,1
2019-08-24 19:35:00,1
2019-08-25 04:38:00,1
2019-08-25 04:40:00,1
2019-08-25 14:56:00,1
2019-08-25 22:55:00,1
2019-08-27 06:09:00,1
2019-08-27 17:00:00,1
2019-08-27 23:00:00,1
2019-08-28 00:24:00,1
2019-08-28 17:43:00,1
2019-08-29 12:03:00,1
2019-08-29 21:38:00,1
2019-08-30 05:30:00,1
2019-08-30 11:11:00,1
2019-08-30 19:07:00,1
2019-08-31 08:40:00,1
2019-08-31 11:03:00,1
2019-08-31 18:49:00,1
2019-08-31 21:01:00,1
2019-09-01 08:40:00,1
2019-09-01 17:12:00,1
2019-09-02 12:15:00,1
2019-09-02 18:22:00,1
2019-09-03 19:36:00,1
2019-09-04 16:07:00,1
2019-09-04 21:49:00,1
2019-09-05 10:38:00,1
2019-09-05 16:28:00,2
2019-09-05 16:30:00,2
2019-09-05 22:32:00,1
2019-09-05 23:41:00,1
2019-09-06 21:56:00,1
2019-09-07 05:28:00,1
2019-09-07 10:34:00,1
2019-09-07 17:42:00,1
2019-09-08 08:52:00,1
2019-09-08 11:48:00,1
2019-09-08 17:33:00,1
2019-09-10 08:28:00,1
2019-09-11 19:04:00,1
2019-09-11 23:09:00,1
2019-09-12 04:26:00,1
2019-09-12 07:42:00,1
2019-09-12 09:14:00,2
2019-09-13 00:32:00,1
2019-09-13 05:07:00,1
2019-09-14 05:33:00,1
2019-09-14 09:03:00,1
2019-09-14 09:04:00,1
2019-09-14 15:19:00,1
2019-09-14 17:54:00,1
2019-09-14 23:58:00,1
2019-09-15 06:25:00,1
2019-09-15 06:58:00,1
2019-09-15 08:02:00,1
2019-09-15 21:22:00,1
2019-09-16 18:02:00,1
2019-09-17 03:14:00,1
2019-09-17 12:34:00,1
2019-09-17 17:06:00,1
2019-09-17 17:23:00,1
2019-09-18 02:58:00,1
2019-09-18 12:25:00,1
2019-09-18 14:18:00,1
2019-09-18 17:56:00,1
2019-09-18 18:17:00,1
2019-09-18 18:21:00,1
2019-09-18 18:22:00,1
2019-09-18 18:43:00,1
2019-09-18 18:46:00,1
2019-09-18 18:49:00,1
2019-09-18 19:28:00,1
2019-09-18 21:30:00,1
2019-09-18 23:51:00,1
2019-09-19 02:47:00,1
2019-09-19 05:56:00,1
2019-09-19 17:41:00,1
2019-09-19 18:34:00,1
2019-09-20 00:55:00,1
2019-09-20 03:38:00,1
2019-09-20 05:34:00,1
2019-09-20 06:22:00,1
2019-09-20 09:41:00,1
2019-09-20 10:52:00,1
2019-09-21 13:21:00,1
2019-09-22 15:59:00,1
2019-09-23 06:01:00,1
2019-09-24 00:12:00,1
2019-09-24 12:19:00,1
2019-09-24 12:44:00,1
2019-09-24 16:14:00,1
2019-09-25 04:53:00,1
2019-09-25 07:19:00,1
2019-09-25 07:44:00,1
2019-09-25 10:37:00,1
2019-09-25 11:33:00,1
2019-09-25 12:17:00,1
2019-09-25 12:22:00,1
2019-09-25 12:24:00,1
2019-09-26 05:11:00,1
2019-09-26 06:18:00,1
2019-09-27 23:56:00,1
2019-09-28 04:47:00,1
2019-09-28 05:04:00,1
2019-09-28 06:25:00,1
2019-09-28 14:09:00,1
2019-09-29 00:03:00,1
2019-09-29 19:13:00,1
2019-09-29 22:32:00,1
2019-09-29 23:42:00,1
2019-09-30 01:46:00,1
2019-09-30 07:52:00,1
2019-10-02 07:20:00,1
2019-10-02 09:53:00,1
2019-10-03 01:30:00,1
2019-10-03 03:25:00,1
2019-10-03 16:51:00,1
2019-10-03 20:18:00,1
2019-10-03 21:43:00,1
2019-10-04 03:12:00,1
2019-10-04 13:42:00,1
2019-10-07 07:23:00,1
2019-10-07 10:52:00,1
2019-10-07 18:10:00,1
2019-10-08 03:45:00,1
2019-10-08 19:50:00,1
2019-10-09 08:26:00,1
2019-10-09 09:47:00,1
2019-10-09 11:51:00,1
2019-10-09 17:24:00,1
2019-10-10 07:17:00,1
2019-10-10 14:14:00,1
2019-10-10 17:42:00,1
2019-10-11 04:27:00,1
2019-10-13 13:01:00,1
2019-10-14 03:18:00,1
2019-10-14 04:05:00,1
2019-10-14 05:02:00,1
2019-10-14 17:50:00,1
2019-10-15 15:28:00,1
2019-10-16 08:29:00,1
2019-10-16 12:23:00,1
2019-10-17 01:12:00,1
2019-10-17 10:17:00,1
2019-10-17 13:08:00,1
2019-10-17 15:05:00,1
2019-10-17 19:35:00,1
2019-10-18 10:23:00,1
2019-10-18 10:24:00,1
2019-10-18 10:27:00,1
2019-10-18 10:28:00,1
2019-10-18 10:31:00,1
2019-10-19 09:24:00,1
2019-10-19 09:53:00,1
2019-10-19 17:35:00,1
2019-10-20 11:20:00,1
2019-10-21 00:19:00,1
2019-10-21 02:37:00,1
2019-10-21 11:03:00,1
2019-10-21 13:35:00,1
2019-10-21 17:39:00,1
2019-10-21 21:38:00,1
2019-10-21 21:44:00,1
2019-10-22 03:52:00,1
2019-10-22 06:22:00,1
2019-10-22 07:30:00,1
2019-10-22 10:06:00,1
2019-10-22 11:53:00,1
2019-10-22 11:54:00,3
2019-10-22 20:02:00,1
2019-10-22 20:24:00,1
2019-10-22 20:59:00,1
2019-10-22 21:31:00,1
2019-10-23 00:05:00,1
2019-10-23 14:52:00,1
2019-10-23 16:17:00,1
2019-10-23 21:39:00,1
2019-10-24 09:45:00,1
2019-10-24 13:52:00,1
2019-10-24 15:22:00,1
2019-10-24 16:33:00,1
2019-10-24 21:26:00,1
2019-10-24 21:38:00,1
2019-10-25 00:12:00,1
2019-10-25 00:35:00,1
2019-10-25 00:44:00,1
2019-10-25 03:26:00,1
2019-10-25 06:22:00,1
2019-10-25 11:26:00,1
2019-10-25 22:52:00,1
2019-10-26 05:56:00,1
2019-10-26 17:11:00,1
2019-10-26 18:02:00,1
2019-10-26 19:35:00,1
2019-10-27 10:08:00,1
2019-10-29 16:19:00,1
2019-10-29 18:33:00,1
2019-10-29 18:34:00,1
2019-10-30 20:52:00,1
2019-10-30 23:43:00,1
2019-10-31 04:07:00,1
2019-10-31 15:48:00,1
2019-11-01 05:27:00,1
2019-11-01 09:26:00,1
2019-11-02 00:19:00,1
2019-11-02 01:05:00,1
2019-11-02 07:06:00,1
2019-11-02 07:20:00,1
2019-11-02 10:48:00,1
2019-11-02 21:31:00,1
2019-11-03 16:54:00,1
2019-11-03 17:20:00,1
2019-11-03 18:51:00,1
2019-11-04 14:00:00,1
2019-11-04 16:47:00,1
2019-11-05 05:54:00,1
2019-11-07 07:00:00,1
2019-11-08 19:18:00,1
2019-11-08 21:15:00,1
2019-11-09 10:14:00,1
2019-11-09 16:42:00,1
2019-11-10 11:27:00,1
2019-11-12 19:06:00,1
2019-11-12 19:13:00,1
2019-11-13 05:35:00,1
2019-11-13 17:41:00,1
2019-11-13 18:20:00,1
2019-11-13 19:18:00,1
2019-11-13 22:48:00,1
2019-11-14 11:06:00,2
2019-11-14 13:32:00,1
2019-11-14 13:36:00,1
2019-11-14 18:26:00,1
2019-11-14 18:27:00,2
2019-11-14 19:59:00,1
2019-11-14 20:37:00,1
2019-11-15 02:55:00,1
2019-11-15 04:16:00,1
2019-11-15 23:38:00,1
2019-11-16 06:57:00,1
2019-11-16 07:14:00,1
2019-11-16 13:06:00,1
2019-11-16 15:20:00,1
2019-11-16 21:32:00,1
2019-11-17 05:58:00,1
2019-11-18 15:37:00,1
2019-11-18 20:15:00,1
2019-11-18 23:43:00,1
2019-11-19 04:09:00,1
2019-11-19 18:16:00,1
2019-11-19 19:24:00,1
2019-11-20 04:46:00,1
2019-11-21 20:08:00,1
2019-11-22 06:28:00,1
2019-11-22 08:57:00,1
2019-11-22 15:51:00,1
2019-11-22 18:40:00,1
2019-11-23 00:31:00,1
2019-11-23 16:59:00,1
2019-11-24 18:25:00,1
2019-11-24 19:10:00,1
2019-11-26 00:23:00,1
2019-11-27 03:14:00,1
2019-11-27 07:37:00,1
2019-11-27 10:03:00,1
2019-11-27 12:52:00,1
2019-11-28 08:38:00,1
2019-11-28 11:05:00,1
2019-11-29 02:46:00,1
2019-11-29 08:34:00,1
2019-11-29 09:05:00,1
2019-11-30 02:49:00,1
2019-12-01 00:30:00,1
2019-12-01 08:40:00,1
2019-12-01 20:23:00,1
2019-12-03 01:08:00,1
2019-12-03 08:26:00,1
2019-12-04 00:12:00,1
2019-12-04 06:33:00,1
2019-12-04 09:24:00,1
2019-12-04 10:54:00,1
2019-12-04 11:13:00,1
2019-12-05 00:17:00,1
2019-12-05 01:07:00,1
2019-12-05 01:51:00,1
2019-12-05 03:02:00,1
2019-12-05 05:12:00,1
2019-12-05 11:02:00,1
2019-12-05 11:03:00,1
2019-12-05 11:10:00,1
2019-12-05 15:38:00,1
2019-12-05 19:01:00,1
2019-12-05 19:10:00,1
2019-12-05 21:03:00,1
2019-12-06 15:17:00,1
2019-12-07 21:37:00,1
2019-12-08 05:14:00,1
2019-12-09 02:47:00,1
2019-12-09 07:19:00,1
2019-12-09 21:43:00,1
2019-12-10 13:04:00,1
2019-12-11 11:37:00,1
2019-12-12 00:48:00,1
2019-12-12 02:30:00,1
2019-12-12 06:48:00,1
2019-12-12 15:06:00,1
2019-12-13 10:29:00,1
2019-12-13 12:31:00,1
2019-12-13 13:33:00,1
2019-12-13 13:50:00,1
2019-12-14 06:22:00,1
2019-12-14 13:29:00,1
2019-12-14 21:14:00,1
2019-12-15 04:33:00,1
2019-12-15 09:18:00,1
2019-12-16 22:54:00,1
2019-12-18 01:00:00,1
2019-12-18 01:29:00,1
2019-12-18 10:57:00,1
2019-12-18 13:58:00,1
2019-12-19 03:17:00,1
2019-12-19 20:10:00,1
2019-12-20 09:10:00,1
2019-12-20 16:58:00,1
2019-12-20 17:24:00,1
2019-12-22 06:50:00,2
2019-12-22 14:09:00,1
2019-12-22 15:21:00,1
2019-12-23 08:55:00,1
2019-12-23 23:43:00,1
2019-12-24 00:15:00,1
2019-12-24 02:31:00,1
2019-12-25 02:16:00,1
2019-12-25 05:08:00,1
2019-12-25 05:49:00,1
2019-12-26 03:14:00,1
2019-12-26 03:36:00,1
2019-12-26 15:23:00,1
2019-12-26 18:23:00,1
2019-12-27 07:27:00,1
2019-12-27 09:33:00,1
2019-12-27 09:43:00,1
2019-12-27 12:50:00,1
2019-12-27 13:17:00,1
2019-12-28 23:54:00,1
2019-12-29 06:52:00,1
2019-12-30 07:01:00,1
2019-12-31 00:02:00,1
2019-12-31 11:51:00,1
