6,"select s.ObjID, s.class, s.subclass, s.z, s.zErr, s.type from SpecPhotoAll s, dbo.fGetNearbyObjAllEq (#, #, #) n where s.ObjID = n.ObjID"
2019-04-04 20:12:00,1
2019-04-04 20:22:00,2
2019-04-04 20:23:00,1
2019-04-05 14:04:00,1
2019-04-06 02:29:00,1
