3,"SELECT TOP # objID, ra , dec, u, g, I, r, g-r FROM star WHERE ra > # and ra < # AND dec > # and dec < #"
2019-04-01 10:43:00,1
2019-04-01 10:44:00,1
2019-04-01 11:18:00,1
