3,"SELECT o.SdssNum, s.specObjID, s.ra, s.dec, s.plate, s.mjd, s.fiberID, s.z_noqso, s.zErr_noqso, s.z, s.zErr, s.class, s.subClass into mydb.emplibSpecMiss from dbo.SpecObj as s, mydb.emplibmiss as o WHERE s.specObjID = o.specObjID"
2019-12-01 14:00:00,2
2019-12-16 09:53:00,1
