6,select top # * from [sdss]
2019-01-18 08:25:00,1
2019-01-18 08:38:00,1
2019-01-18 08:49:00,1
2019-01-18 08:57:00,1
2019-02-20 09:35:00,1
2019-07-15 10:07:00,1
