3,"SELECT m.ra AS ra1, m.dec AS dec1, n.objid, n.distance, o.ra AS ra2, o.dec AS dec2 into mydb.MyTable from MyDB.ALFALFA AS m CROSS APPLY dbo.fGetNearestObjEq (m.ra, m.dec, #) AS n JOIN PhotoObj AS o ON n.objid = o.objid"
2019-04-13 01:58:00,1
2019-04-13 01:59:00,1
2019-04-13 02:10:00,1
