3,"select top # objid, modelmag_u, modelmag_g, modelmag_r, modelmag_i, modelmag_z, z from SpecPhoto where class = QSO"
2019-08-27 18:30:00,1
2019-08-27 18:31:00,1
2019-08-27 18:34:00,1
