10,select * from RealPropertiesAll
2019-07-02 11:11:00,1
2019-07-02 11:12:00,1
2019-07-02 11:14:00,1
2019-07-03 11:25:00,1
2019-07-03 11:37:00,1
2019-07-03 12:58:00,4
2019-07-03 13:06:00,1
