10,"SELECT z.ra, z.dec, z.p_el, a.id FROM zooVotes AS z, mydb.matchid AS a --into mydb.testzoo WHERE a.id = z.objid and z.p_el between # and #"
2019-07-21 11:23:00,1
2019-07-21 11:31:00,1
2019-07-21 11:35:00,1
2019-07-21 11:39:00,1
2019-07-21 11:42:00,2
2019-07-21 11:47:00,1
2019-07-31 09:11:00,1
2019-07-31 09:12:00,1
2019-08-19 08:06:00,1
