1691974,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, #) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #, #, @log = #, @filter = #"
2019-02-14 18:12:00,297
2019-02-14 18:13:00,289
2019-02-14 18:14:00,273
2019-02-14 18:15:00,386
2019-02-14 18:16:00,288
2019-02-14 18:17:00,265
2019-02-14 18:18:00,285
2019-02-14 18:19:00,355
2019-02-14 19:49:00,45
2019-02-14 19:50:00,312
2019-02-14 19:51:00,296
2019-02-14 19:52:00,417
2019-02-14 19:53:00,394
2019-02-14 19:54:00,401
2019-02-14 19:55:00,221
2019-02-14 22:35:00,18
2019-02-14 22:42:00,96
2019-02-14 22:43:00,22
2019-02-15 00:25:00,2
2019-02-15 00:33:00,2
2019-02-15 03:40:00,9
2019-02-15 03:41:00,1
2019-02-15 14:28:00,1
2019-02-15 17:47:00,2
2019-02-15 21:03:00,1
2019-02-17 00:23:00,8
2019-02-18 06:34:00,2
2019-02-18 06:35:00,1
2019-02-18 11:02:00,1
2019-02-19 07:37:00,1
2019-02-19 08:41:00,3
2019-02-20 10:03:00,2
2019-02-20 10:04:00,2
2019-02-21 05:41:00,2
2019-02-21 16:14:00,2
2019-02-21 16:48:00,1
2019-02-21 20:36:00,2
2019-02-21 20:57:00,1
2019-02-22 13:12:00,1
2019-02-23 02:45:00,1
2019-02-23 07:38:00,4
2019-02-24 22:25:00,2
2019-02-25 10:04:00,1
2019-02-25 10:05:00,1
2019-02-25 10:06:00,1
2019-02-25 10:08:00,1
2019-02-25 10:10:00,1
2019-02-25 10:12:00,1
2019-02-25 12:49:00,2
2019-02-25 12:50:00,1
2019-02-26 21:59:00,1
2019-02-26 22:00:00,2
2019-02-26 22:01:00,1
2019-02-26 22:02:00,1
2019-02-26 22:03:00,1
2019-02-26 22:04:00,1
2019-02-26 22:05:00,1
2019-02-27 05:23:00,1
2019-02-27 05:24:00,1
2019-02-27 14:05:00,2
2019-02-27 14:06:00,4
2019-02-27 14:07:00,6
2019-02-27 14:08:00,3
2019-02-27 14:09:00,5
2019-02-27 14:10:00,6
2019-02-27 14:11:00,2
2019-02-27 14:12:00,2
2019-02-27 14:13:00,4
2019-02-27 14:14:00,3
2019-02-27 14:15:00,4
2019-02-27 14:16:00,4
2019-02-27 14:17:00,4
2019-02-27 14:18:00,4
2019-02-27 14:19:00,4
2019-02-28 01:25:00,1
2019-02-28 03:37:00,1
2019-02-28 10:51:00,1
2019-02-28 11:00:00,1
2019-02-28 11:02:00,2
2019-02-28 15:51:00,2
2019-02-28 15:52:00,2
2019-03-01 15:18:00,2
2019-03-01 16:10:00,1
2019-03-01 16:11:00,1
2019-03-01 16:13:00,1
2019-03-01 16:16:00,1
2019-03-02 20:06:00,33
2019-03-04 16:11:00,141
2019-03-04 16:13:00,147
2019-03-04 16:14:00,264
2019-03-04 16:15:00,270
2019-03-04 16:16:00,309
2019-03-04 16:17:00,253
2019-03-04 16:18:00,248
2019-03-04 16:19:00,247
2019-03-04 16:20:00,221
2019-03-04 16:29:00,72
2019-03-04 16:30:00,281
2019-03-04 16:31:00,276
2019-03-04 16:32:00,279
2019-03-04 16:33:00,260
2019-03-04 16:34:00,274
2019-03-04 16:35:00,343
2019-03-04 16:36:00,334
2019-03-04 16:37:00,273
2019-03-04 16:38:00,122
2019-03-04 21:13:00,1
2019-03-04 21:35:00,1
2019-03-05 01:20:00,47
2019-03-05 01:21:00,104
2019-03-05 01:35:00,14
2019-03-05 01:36:00,167
2019-03-05 01:37:00,344
2019-03-05 01:38:00,280
2019-03-05 01:39:00,267
2019-03-05 01:40:00,373
2019-03-05 01:41:00,266
2019-03-05 01:42:00,373
2019-03-05 01:43:00,223
2019-03-05 01:44:00,330
2019-03-05 01:45:00,284
2019-03-05 01:46:00,346
2019-03-05 01:47:00,273
2019-03-05 01:48:00,377
2019-03-05 01:49:00,257
2019-03-05 08:07:00,1
2019-03-05 16:30:00,83
2019-03-05 16:31:00,375
2019-03-05 16:32:00,392
2019-03-05 16:33:00,403
2019-03-05 16:34:00,390
2019-03-05 16:35:00,386
2019-03-05 16:36:00,398
2019-03-05 16:37:00,381
2019-03-05 16:38:00,386
2019-03-05 16:39:00,370
2019-03-05 16:40:00,372
2019-03-05 16:41:00,382
2019-03-05 16:42:00,381
2019-03-05 16:43:00,383
2019-03-05 16:44:00,384
2019-03-05 16:45:00,395
2019-03-05 16:46:00,372
2019-03-05 16:47:00,381
2019-03-05 16:48:00,385
2019-03-05 16:49:00,379
2019-03-05 16:50:00,407
2019-03-05 16:51:00,391
2019-03-05 16:52:00,415
2019-03-05 16:53:00,392
2019-03-05 16:54:00,346
2019-03-05 16:55:00,408
2019-03-05 16:56:00,365
2019-03-05 16:57:00,394
2019-03-05 16:58:00,396
2019-03-05 16:59:00,397
2019-03-05 17:00:00,389
2019-03-05 17:01:00,378
2019-03-05 17:02:00,403
2019-03-05 17:03:00,392
2019-03-05 17:04:00,383
2019-03-05 17:05:00,391
2019-03-05 17:06:00,394
2019-03-05 17:07:00,406
2019-03-05 17:08:00,389
2019-03-05 17:09:00,378
2019-03-05 17:10:00,392
2019-03-05 17:11:00,381
2019-03-05 17:12:00,374
2019-03-05 17:13:00,393
2019-03-05 17:14:00,422
2019-03-05 17:15:00,416
2019-03-05 17:16:00,418
2019-03-05 17:17:00,310
2019-03-05 17:18:00,405
2019-03-05 17:19:00,395
2019-03-05 17:20:00,386
2019-03-05 17:21:00,413
2019-03-05 17:22:00,388
2019-03-05 17:23:00,386
2019-03-05 17:24:00,327
2019-03-05 17:25:00,377
2019-03-05 17:26:00,293
2019-03-05 17:27:00,389
2019-03-05 17:28:00,414
2019-03-05 17:29:00,343
2019-03-05 17:30:00,428
2019-03-05 17:31:00,408
2019-03-05 17:32:00,401
2019-03-05 17:33:00,414
2019-03-05 17:34:00,354
2019-03-05 17:35:00,423
2019-03-05 17:36:00,402
2019-03-05 17:37:00,354
2019-03-05 17:38:00,332
2019-03-05 17:39:00,380
2019-03-05 17:40:00,308
2019-03-05 17:41:00,363
2019-03-05 17:42:00,384
2019-03-05 17:43:00,344
2019-03-05 17:44:00,400
2019-03-05 17:45:00,292
2019-03-05 17:46:00,417
2019-03-05 17:47:00,403
2019-03-05 17:48:00,392
2019-03-05 17:49:00,402
2019-03-05 17:50:00,402
2019-03-05 17:51:00,340
2019-03-05 17:52:00,347
2019-03-05 17:53:00,371
2019-03-05 17:54:00,372
2019-03-05 17:55:00,316
2019-03-05 17:56:00,353
2019-03-05 17:57:00,365
2019-03-05 17:58:00,358
2019-03-05 17:59:00,367
2019-03-05 18:00:00,315
2019-03-05 18:01:00,116
2019-03-05 18:02:00,366
2019-03-05 18:03:00,384
2019-03-05 18:04:00,387
2019-03-05 18:05:00,384
2019-03-05 18:06:00,382
2019-03-05 18:07:00,374
2019-03-05 18:08:00,389
2019-03-05 18:09:00,432
2019-03-05 18:10:00,325
2019-03-05 18:11:00,395
2019-03-05 18:12:00,407
2019-03-05 18:13:00,346
2019-03-05 18:14:00,429
2019-03-05 18:15:00,326
2019-03-05 18:16:00,354
2019-03-05 18:17:00,363
2019-03-05 18:18:00,339
2019-03-05 18:19:00,354
2019-03-05 18:20:00,320
2019-03-05 18:21:00,362
2019-03-05 18:22:00,342
2019-03-05 18:23:00,326
2019-03-05 18:24:00,334
2019-03-05 18:25:00,349
2019-03-05 18:26:00,329
2019-03-05 18:27:00,292
2019-03-05 18:28:00,296
2019-03-05 18:29:00,289
2019-03-05 18:30:00,342
2019-03-05 18:31:00,338
2019-03-05 18:32:00,327
2019-03-05 18:33:00,352
2019-03-05 18:34:00,343
2019-03-05 18:35:00,359
2019-03-05 18:36:00,293
2019-03-05 18:37:00,351
2019-03-05 18:38:00,358
2019-03-05 18:39:00,364
2019-03-05 18:40:00,345
2019-03-05 18:41:00,347
2019-03-05 18:42:00,281
2019-03-05 18:43:00,358
2019-03-05 18:44:00,362
2019-03-05 18:45:00,340
2019-03-05 18:46:00,339
2019-03-05 18:47:00,356
2019-03-05 18:48:00,291
2019-03-05 18:49:00,299
2019-03-05 18:50:00,375
2019-03-05 18:51:00,376
2019-03-05 18:52:00,380
2019-03-05 18:53:00,362
2019-03-05 18:54:00,353
2019-03-05 18:55:00,370
2019-03-05 18:56:00,380
2019-03-05 18:57:00,368
2019-03-05 18:58:00,373
2019-03-05 18:59:00,381
2019-03-05 19:00:00,329
2019-03-05 19:01:00,390
2019-03-05 19:02:00,361
2019-03-05 19:03:00,422
2019-03-05 19:04:00,375
2019-03-05 19:05:00,385
2019-03-05 19:06:00,368
2019-03-05 19:07:00,363
2019-03-05 19:08:00,365
2019-03-05 19:09:00,345
2019-03-05 19:10:00,400
2019-03-05 19:11:00,336
2019-03-06 02:41:00,1
2019-03-06 02:47:00,1
2019-03-06 05:11:00,1
2019-03-06 06:32:00,1
2019-03-06 16:14:00,12
2019-03-06 16:15:00,288
2019-03-06 16:16:00,326
2019-03-06 16:17:00,316
2019-03-06 16:18:00,13
2019-03-06 16:19:00,197
2019-03-06 16:20:00,128
2019-03-06 16:21:00,223
2019-03-06 16:22:00,332
2019-03-06 16:23:00,35
2019-03-06 16:24:00,21
2019-03-06 16:25:00,67
2019-03-06 16:26:00,282
2019-03-06 16:27:00,192
2019-03-06 16:28:00,61
2019-03-06 16:29:00,348
2019-03-06 16:30:00,77
2019-03-06 16:31:00,129
2019-03-06 16:32:00,323
2019-03-06 16:33:00,15
2019-03-06 16:34:00,252
2019-03-06 16:35:00,366
2019-03-06 16:36:00,192
2019-03-06 16:37:00,321
2019-03-06 16:38:00,213
2019-03-06 16:39:00,31
2019-03-06 16:40:00,176
2019-03-06 16:41:00,72
2019-03-06 16:42:00,372
2019-03-06 16:43:00,341
2019-03-06 16:44:00,208
2019-03-06 16:45:00,429
2019-03-06 16:46:00,413
2019-03-06 16:47:00,413
2019-03-06 16:48:00,407
2019-03-06 16:49:00,376
2019-03-07 08:15:00,1
2019-03-07 11:26:00,1
2019-03-07 11:27:00,1
2019-03-07 11:28:00,1
2019-03-07 14:13:00,1
2019-03-07 16:18:00,1
2019-03-07 16:20:00,1
2019-03-07 16:22:00,1
2019-03-07 16:24:00,112
2019-03-07 16:25:00,359
2019-03-07 16:26:00,337
2019-03-07 16:27:00,306
2019-03-07 16:28:00,315
2019-03-07 16:29:00,344
2019-03-07 16:30:00,318
2019-03-07 16:31:00,45
2019-03-07 17:23:00,2
2019-03-07 17:28:00,165
2019-03-07 17:29:00,389
2019-03-07 17:30:00,297
2019-03-07 17:31:00,291
2019-03-07 17:32:00,260
2019-03-07 17:39:00,9
2019-03-07 17:48:00,97
2019-03-07 17:49:00,8
2019-03-07 20:35:00,2
2019-03-08 02:20:00,156
2019-03-08 02:21:00,394
2019-03-08 02:22:00,341
2019-03-08 02:23:00,401
2019-03-08 02:24:00,401
2019-03-08 02:25:00,388
2019-03-08 02:26:00,397
2019-03-08 02:27:00,411
2019-03-08 02:28:00,416
2019-03-08 02:29:00,406
2019-03-08 02:30:00,58
2019-03-08 02:34:00,39
2019-03-08 02:35:00,230
2019-03-08 02:36:00,350
2019-03-08 02:37:00,112
2019-03-08 02:38:00,400
2019-03-08 02:39:00,374
2019-03-08 02:40:00,384
2019-03-08 02:41:00,104
2019-03-08 02:42:00,388
2019-03-08 02:43:00,338
2019-03-08 02:44:00,404
2019-03-08 02:45:00,120
2019-03-08 02:46:00,400
2019-03-08 02:47:00,397
2019-03-08 02:48:00,366
2019-03-08 02:49:00,72
2019-03-08 14:52:00,1
2019-03-08 19:07:00,1
2019-03-08 19:50:00,3
2019-03-08 19:54:00,1
2019-03-10 00:17:00,51
2019-03-10 00:18:00,180
2019-03-10 00:19:00,374
2019-03-10 00:20:00,419
2019-03-10 00:21:00,414
2019-03-10 00:22:00,364
2019-03-10 00:23:00,441
2019-03-10 00:24:00,69
2019-03-10 00:26:00,175
2019-03-10 00:27:00,285
2019-03-10 00:28:00,110
2019-03-10 00:29:00,182
2019-03-10 00:30:00,314
2019-03-10 00:31:00,117
2019-03-10 00:32:00,225
2019-03-10 00:33:00,305
2019-03-10 00:34:00,107
2019-03-10 00:35:00,233
2019-03-10 00:45:00,354
2019-03-10 00:46:00,418
