1691974,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, #) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #, #, @log = #, @filter = #"
2019-01-01 15:59:00,2
2019-01-01 16:00:00,2
2019-01-01 18:16:00,2
2019-01-02 01:08:00,2
2019-01-02 01:10:00,2
2019-01-02 08:39:00,1
2019-01-02 18:38:00,49
2019-01-02 18:39:00,133
2019-01-02 18:41:00,59
2019-01-02 18:42:00,55
2019-01-02 18:43:00,34
2019-01-02 18:44:00,54
2019-01-02 18:45:00,6
2019-01-02 18:47:00,50
2019-01-02 18:48:00,61
2019-01-02 18:54:00,44
2019-01-02 18:55:00,97
2019-01-02 18:56:00,101
2019-01-02 20:42:00,2
2019-01-02 20:47:00,2
2019-01-03 21:26:00,1
2019-01-04 15:53:00,4
2019-01-04 15:54:00,107
2019-01-04 15:55:00,103
2019-01-04 15:56:00,138
2019-01-04 15:57:00,139
2019-01-04 15:58:00,104
2019-01-04 15:59:00,61
2019-01-04 20:12:00,61
2019-01-05 11:06:00,1
2019-01-06 19:17:00,1
2019-01-06 19:26:00,1
2019-01-06 19:29:00,1
2019-01-07 07:51:00,1
2019-01-07 20:22:00,1
2019-01-08 10:54:00,1
2019-01-08 13:53:00,1
2019-01-08 17:45:00,27
2019-01-08 17:46:00,85
2019-01-08 17:59:00,1
2019-01-08 18:01:00,189
2019-01-08 18:41:00,1
2019-01-08 18:43:00,1
2019-01-08 19:04:00,13
2019-01-08 19:12:00,158
2019-01-08 19:13:00,215
2019-01-08 19:14:00,83
2019-01-08 19:32:00,97
2019-01-08 19:33:00,13
2019-01-08 19:34:00,19
2019-01-08 19:35:00,242
2019-01-08 19:36:00,153
2019-01-08 19:37:00,55
2019-01-08 19:38:00,104
2019-01-08 19:40:00,122
2019-01-08 19:41:00,138
2019-01-08 19:45:00,209
2019-01-08 19:46:00,233
2019-01-08 19:47:00,34
2019-01-08 19:48:00,75
2019-01-08 19:49:00,115
2019-01-08 19:50:00,202
2019-01-08 19:51:00,223
2019-01-08 19:52:00,222
2019-01-08 19:53:00,70
2019-01-08 19:59:00,149
2019-01-08 20:00:00,52
2019-01-08 20:04:00,117
2019-01-08 20:05:00,291
2019-01-08 20:06:00,273
2019-01-08 20:07:00,262
2019-01-08 20:08:00,265
2019-01-08 20:09:00,267
2019-01-08 20:10:00,267
2019-01-08 20:11:00,297
2019-01-08 20:12:00,263
2019-01-08 20:13:00,272
2019-01-08 20:14:00,266
2019-01-08 20:15:00,286
2019-01-08 20:16:00,262
2019-01-08 20:17:00,225
2019-01-08 20:18:00,199
2019-01-08 20:19:00,211
2019-01-08 20:20:00,212
2019-01-08 20:21:00,205
2019-01-08 20:22:00,214
2019-01-08 20:23:00,216
2019-01-08 20:24:00,221
2019-01-08 20:25:00,267
2019-01-08 20:26:00,221
2019-01-08 20:27:00,211
2019-01-08 20:28:00,226
2019-01-08 20:29:00,215
2019-01-08 20:30:00,206
2019-01-08 20:31:00,220
2019-01-08 20:32:00,209
2019-01-08 20:33:00,227
2019-01-08 20:34:00,205
2019-01-08 20:35:00,204
2019-01-08 20:36:00,215
2019-01-08 20:37:00,215
2019-01-08 20:38:00,230
2019-01-08 20:39:00,235
2019-01-08 20:40:00,245
2019-01-08 20:41:00,249
2019-01-08 20:42:00,234
2019-01-08 20:43:00,241
2019-01-08 20:44:00,246
2019-01-08 20:45:00,229
2019-01-08 20:46:00,239
2019-01-08 20:47:00,214
2019-01-08 20:48:00,219
2019-01-08 20:49:00,217
2019-01-08 20:50:00,209
2019-01-08 20:51:00,181
2019-01-08 21:54:00,4
2019-01-08 21:55:00,2
2019-01-08 22:25:00,2
2019-01-08 23:13:00,2
2019-01-09 08:26:00,1
2019-01-09 09:36:00,1
2019-01-10 15:57:00,2
2019-01-14 21:35:00,1
2019-01-15 23:45:00,3
2019-01-16 03:43:00,1
2019-01-16 04:01:00,1
2019-01-16 16:58:00,1
2019-01-16 17:03:00,1
2019-01-16 17:25:00,1
2019-01-17 10:46:00,1
2019-01-17 18:16:00,1
2019-01-18 15:52:00,1
2019-01-18 15:53:00,2
2019-01-18 16:47:00,2
2019-01-18 17:13:00,123
2019-01-18 17:14:00,80
2019-01-18 17:16:00,1
2019-01-18 21:00:00,1
2019-01-18 21:02:00,26
2019-01-18 21:03:00,8
2019-01-18 21:05:00,1
2019-01-18 21:16:00,1
2019-01-18 22:40:00,1
2019-01-18 22:44:00,1
2019-01-18 22:57:00,8
2019-01-18 22:58:00,310
2019-01-18 22:59:00,317
2019-01-18 23:00:00,345
2019-01-18 23:01:00,339
2019-01-18 23:02:00,324
2019-01-18 23:03:00,317
2019-01-18 23:04:00,328
2019-01-18 23:05:00,324
2019-01-18 23:06:00,167
2019-01-19 00:52:00,194
2019-01-19 00:53:00,334
2019-01-19 00:54:00,336
2019-01-19 00:55:00,334
2019-01-19 00:56:00,311
2019-01-19 00:57:00,328
2019-01-19 00:58:00,328
2019-01-19 00:59:00,333
2019-01-19 01:00:00,282
2019-01-19 01:05:00,50
2019-01-19 01:06:00,326
2019-01-19 01:07:00,327
2019-01-19 01:08:00,328
2019-01-19 01:09:00,338
2019-01-19 01:10:00,331
2019-01-19 01:11:00,327
2019-01-19 01:12:00,318
2019-01-19 01:13:00,317
2019-01-19 01:14:00,118
2019-01-19 01:15:00,1
2019-01-19 01:17:00,34
2019-01-19 01:18:00,35
2019-01-19 01:36:00,168
2019-01-21 14:23:00,1
2019-01-22 13:29:00,2
2019-01-22 13:31:00,1
2019-01-22 13:39:00,2
2019-01-22 13:40:00,1
2019-01-22 13:42:00,1
2019-01-22 13:44:00,1
2019-01-22 14:07:00,1
2019-01-22 14:09:00,2
2019-01-22 14:10:00,1
2019-01-22 14:11:00,3
2019-01-22 14:12:00,3
2019-01-22 14:13:00,3
2019-01-22 14:39:00,1
2019-01-22 17:07:00,1
2019-01-23 15:37:00,100
2019-01-23 15:38:00,98
2019-01-24 04:08:00,230
2019-01-24 04:09:00,85
2019-01-24 04:23:00,22
2019-01-24 04:24:00,245
2019-01-24 04:25:00,243
2019-01-24 04:26:00,267
2019-01-24 04:27:00,263
2019-01-24 04:28:00,228
2019-01-24 04:29:00,229
2019-01-24 04:30:00,251
2019-01-24 04:31:00,259
2019-01-24 04:32:00,255
2019-01-24 04:33:00,239
2019-01-24 04:34:00,242
2019-01-24 04:35:00,260
2019-01-24 04:36:00,264
2019-01-24 04:37:00,250
2019-01-24 04:38:00,249
2019-01-24 04:39:00,260
2019-01-24 04:40:00,250
2019-01-24 04:41:00,244
2019-01-24 04:42:00,250
2019-01-24 04:43:00,261
2019-01-24 04:44:00,262
2019-01-24 04:45:00,249
2019-01-24 04:46:00,250
2019-01-24 04:47:00,259
2019-01-24 04:48:00,264
2019-01-24 04:49:00,252
2019-01-24 04:50:00,250
2019-01-24 04:51:00,256
2019-01-24 04:52:00,267
2019-01-24 04:53:00,248
2019-01-24 04:54:00,251
2019-01-24 04:55:00,242
2019-01-24 04:56:00,259
2019-01-24 04:57:00,261
2019-01-24 04:58:00,240
2019-01-24 04:59:00,262
2019-01-24 05:00:00,220
2019-01-24 05:01:00,236
2019-01-24 05:02:00,258
2019-01-24 05:03:00,254
2019-01-24 05:04:00,253
2019-01-24 05:05:00,237
2019-01-24 05:06:00,265
2019-01-24 05:07:00,263
2019-01-24 05:08:00,242
2019-01-24 05:09:00,261
2019-01-24 05:10:00,242
2019-01-24 05:11:00,240
2019-01-24 05:12:00,215
2019-01-24 05:13:00,258
2019-01-24 05:14:00,251
2019-01-24 05:15:00,251
2019-01-24 05:16:00,233
2019-01-24 05:17:00,238
2019-01-24 05:18:00,252
2019-01-24 05:19:00,238
2019-01-24 05:20:00,235
2019-01-24 05:21:00,231
2019-01-24 05:22:00,228
2019-01-24 05:23:00,250
2019-01-24 05:24:00,224
2019-01-24 05:25:00,223
2019-01-24 05:26:00,259
2019-01-24 05:27:00,249
2019-01-24 05:28:00,207
2019-01-24 05:29:00,222
2019-01-24 05:30:00,242
2019-01-24 05:31:00,223
2019-01-24 05:32:00,218
2019-01-24 05:33:00,218
2019-01-24 05:34:00,222
2019-01-24 05:35:00,252
2019-01-24 05:36:00,230
2019-01-24 05:37:00,229
2019-01-24 05:38:00,228
2019-01-24 05:39:00,245
2019-01-24 05:40:00,238
2019-01-24 05:41:00,239
2019-01-24 05:42:00,254
2019-01-24 05:43:00,251
2019-01-24 05:44:00,229
2019-01-24 05:45:00,250
2019-01-24 05:46:00,253
2019-01-24 05:47:00,250
2019-01-24 05:48:00,209
2019-01-24 05:49:00,245
2019-01-24 05:50:00,235
2019-01-24 05:51:00,233
2019-01-24 05:52:00,239
2019-01-24 05:53:00,219
2019-01-24 05:54:00,245
2019-01-24 05:55:00,250
2019-01-24 05:56:00,232
2019-01-24 05:57:00,215
2019-01-24 05:58:00,246
2019-01-24 05:59:00,254
2019-01-24 06:00:00,251
2019-01-24 06:01:00,247
2019-01-24 06:02:00,229
2019-01-24 06:03:00,242
2019-01-24 06:04:00,66
2019-01-24 09:07:00,1
2019-01-24 09:12:00,1
2019-01-24 09:14:00,1
2019-01-24 09:15:00,1
2019-01-24 19:43:00,2
2019-01-24 19:44:00,1
2019-01-24 22:07:00,2
2019-01-24 22:08:00,1
2019-01-25 06:49:00,1
2019-01-25 06:50:00,1
2019-01-25 08:03:00,2
2019-01-25 09:46:00,4
2019-01-25 16:56:00,1
2019-01-25 17:08:00,4
2019-01-25 17:09:00,130
2019-01-25 17:10:00,24
2019-01-25 17:51:00,2
2019-01-25 17:52:00,2
2019-01-25 18:41:00,2
2019-01-25 18:48:00,2
2019-01-25 19:47:00,2
2019-01-25 19:49:00,2
2019-01-25 19:55:00,2
2019-01-25 19:57:00,2
2019-01-25 19:59:00,2
2019-01-25 20:00:00,2
2019-01-25 20:09:00,2
2019-01-25 20:25:00,2
2019-01-25 21:13:00,2
2019-01-25 21:17:00,2
2019-01-25 22:02:00,2
2019-01-25 22:03:00,2
2019-01-25 23:25:00,2
2019-01-25 23:26:00,2
2019-01-26 00:02:00,2
2019-01-26 00:05:00,2
2019-01-26 08:41:00,1
2019-01-26 08:43:00,1
2019-01-26 08:44:00,1
2019-01-26 08:58:00,1
2019-01-27 20:06:00,1
2019-01-29 04:40:00,2
2019-01-29 16:33:00,2
2019-01-29 16:58:00,2
2019-01-29 17:04:00,2
2019-01-29 22:24:00,2
2019-01-30 00:58:00,2
2019-01-30 00:59:00,2
2019-01-30 22:19:00,2
2019-01-30 22:23:00,2
2019-01-31 03:50:00,2
2019-01-31 04:05:00,1
2019-01-31 16:14:00,1
2019-01-31 16:15:00,1
2019-01-31 17:54:00,2
2019-01-31 18:42:00,1
2019-01-31 18:44:00,1
2019-01-31 19:23:00,1
2019-01-31 19:24:00,1
2019-01-31 22:41:00,2
2019-02-01 09:05:00,1
2019-02-01 09:11:00,1
2019-02-01 19:37:00,2
2019-02-01 19:39:00,2
2019-02-02 20:41:00,1
2019-02-02 20:49:00,1
2019-02-02 20:53:00,2
2019-02-02 20:54:00,1
2019-02-03 08:51:00,1
2019-02-04 02:47:00,37
2019-02-04 02:48:00,35
2019-02-04 02:49:00,44
2019-02-04 10:34:00,2
2019-02-04 14:41:00,1
2019-02-04 14:43:00,1
2019-02-04 15:47:00,6
2019-02-04 15:48:00,10
2019-02-04 15:49:00,11
2019-02-04 15:50:00,6
2019-02-04 15:52:00,1
2019-02-04 15:53:00,16
2019-02-04 15:54:00,18
2019-02-04 16:41:00,1
2019-02-04 16:42:00,1
2019-02-04 16:49:00,1
2019-02-04 16:50:00,1
2019-02-04 16:51:00,1
2019-02-04 16:52:00,2
2019-02-04 16:55:00,3
2019-02-04 16:56:00,1
2019-02-04 17:01:00,4
2019-02-05 16:20:00,9
2019-02-05 16:23:00,9
2019-02-05 16:24:00,5
2019-02-05 16:25:00,10
2019-02-05 16:26:00,89
2019-02-05 16:28:00,11
2019-02-05 16:29:00,393
2019-02-05 16:30:00,132
2019-02-05 16:31:00,370
2019-02-05 16:32:00,197
2019-02-05 16:35:00,124
2019-02-05 16:36:00,393
2019-02-05 16:37:00,380
2019-02-05 16:38:00,390
2019-02-05 16:39:00,412
2019-02-05 16:40:00,408
2019-02-05 16:41:00,370
2019-02-05 16:42:00,344
2019-02-05 16:43:00,401
2019-02-05 16:44:00,394
2019-02-05 16:45:00,400
2019-02-05 16:46:00,395
2019-02-05 16:47:00,395
2019-02-05 16:48:00,384
2019-02-05 16:49:00,389
2019-02-05 16:50:00,397
2019-02-05 16:51:00,384
2019-02-05 16:52:00,325
2019-02-05 16:53:00,386
2019-02-05 16:54:00,410
2019-02-05 16:55:00,396
2019-02-05 16:56:00,414
2019-02-05 16:57:00,415
2019-02-05 16:58:00,369
2019-02-05 16:59:00,394
2019-02-05 17:00:00,403
2019-02-05 17:01:00,375
2019-02-05 17:02:00,403
2019-02-05 17:03:00,379
2019-02-05 17:04:00,389
2019-02-05 17:05:00,408
2019-02-05 17:06:00,401
2019-02-05 17:07:00,396
2019-02-05 17:08:00,407
2019-02-05 17:09:00,407
2019-02-05 17:10:00,400
2019-02-05 17:11:00,402
2019-02-05 17:12:00,399
2019-02-05 17:13:00,386
2019-02-05 17:14:00,312
2019-02-05 17:15:00,401
2019-02-05 17:16:00,407
2019-02-05 17:17:00,397
2019-02-05 17:18:00,390
2019-02-05 17:19:00,390
2019-02-05 17:20:00,395
2019-02-05 17:21:00,394
2019-02-05 17:22:00,410
2019-02-05 17:23:00,380
2019-02-05 17:24:00,401
2019-02-05 17:25:00,393
2019-02-05 17:26:00,394
2019-02-05 17:27:00,396
2019-02-05 17:28:00,378
2019-02-05 17:29:00,397
2019-02-05 17:30:00,375
2019-02-05 17:31:00,375
2019-02-05 17:32:00,400
2019-02-05 17:33:00,402
2019-02-05 17:34:00,390
2019-02-05 17:35:00,344
2019-02-05 17:36:00,46
2019-02-05 18:42:00,2
2019-02-05 18:49:00,2
2019-02-05 18:53:00,2
2019-02-05 18:58:00,2
2019-02-06 21:23:00,165
2019-02-06 21:24:00,348
2019-02-06 21:25:00,387
2019-02-06 21:26:00,87
2019-02-06 21:30:00,57
2019-02-07 15:57:00,2
2019-02-07 16:19:00,2
2019-02-07 16:39:00,313
2019-02-10 19:20:00,1
2019-02-11 02:05:00,1
2019-02-11 14:44:00,1
2019-02-11 14:50:00,1
2019-02-11 14:55:00,1
2019-02-11 23:09:00,1
2019-02-12 12:29:00,1
2019-02-12 12:31:00,1
2019-02-12 12:51:00,1
2019-02-12 12:52:00,1
2019-02-12 12:53:00,1
2019-02-12 12:55:00,1
2019-02-12 12:56:00,1
2019-02-13 05:08:00,1
2019-02-13 05:31:00,1
2019-02-13 05:48:00,1
2019-02-13 05:50:00,1
2019-02-13 12:21:00,1
2019-02-13 12:22:00,1
2019-02-14 00:31:00,1
2019-02-14 00:52:00,1
2019-02-14 01:01:00,1
2019-02-14 04:13:00,2
2019-02-14 04:27:00,1
2019-02-14 04:45:00,1
2019-02-14 04:47:00,2
2019-02-14 04:51:00,1
2019-02-14 04:59:00,1
2019-02-14 05:01:00,1
2019-02-14 05:02:00,2
2019-02-14 05:11:00,18
2019-02-14 05:27:00,18
2019-02-14 06:01:00,18
2019-02-14 15:57:00,2
2019-02-14 16:01:00,2
2019-02-14 18:07:00,164
2019-02-14 18:08:00,90
2019-02-14 18:09:00,208
2019-02-14 18:10:00,40
