56,"SELECT u.up_name as [name], # + cast (x.objId as varchar (#) ) + #+ cast (x.objId as varchar (#) ) + # as objID, p.ra, p.dec, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #x x, #upload u, PhotoTag p WHERE u.up_id = x.up_id and x.objID = p.objID ORDER BY x.up_id"
2019-04-14 13:35:00,1
2019-04-24 00:42:00,1
2019-11-06 06:58:00,1
2019-11-06 06:59:00,1
2019-11-06 07:16:00,1
2019-11-06 07:17:00,1
2019-11-06 09:02:00,1
2019-11-06 09:03:00,1
2019-11-06 09:07:00,1
2019-11-06 09:08:00,1
2019-11-06 09:09:00,1
2019-11-06 09:14:00,1
2019-11-06 09:15:00,1
2019-11-06 09:17:00,1
2019-11-06 09:18:00,1
2019-11-06 09:19:00,1
2019-11-06 09:26:00,1
2019-11-06 09:27:00,2
2019-11-06 09:28:00,1
2019-11-06 09:35:00,1
2019-11-06 09:36:00,2
2019-11-06 09:37:00,2
2019-11-06 09:39:00,1
2019-11-06 09:40:00,2
2019-11-06 09:41:00,1
2019-11-06 09:42:00,3
2019-11-06 09:43:00,1
2019-11-06 09:44:00,2
2019-11-06 09:45:00,2
2019-11-06 09:46:00,3
2019-11-06 09:48:00,2
2019-11-06 09:50:00,1
2019-11-06 09:51:00,2
2019-11-06 09:52:00,2
2019-11-06 09:53:00,2
2019-11-06 09:54:00,2
2019-11-06 09:55:00,3
2019-11-06 11:33:00,1
2019-12-12 17:54:00,1
