10,"SELECT TOP # z, ra, dec into mydb.MyTable_# from SpecObj WHERE abs (z-#) < #"
2019-03-13 10:01:00,2
2019-03-13 10:07:00,1
2019-05-08 04:13:00,1
2019-05-09 07:35:00,1
2019-09-18 04:20:00,1
2019-09-18 07:28:00,3
2019-10-02 08:15:00,1
