5,"select run, dbo.fStripeOfRun (run) from Run"
2019-06-16 00:30:00,1
2019-06-16 00:32:00,1
2019-06-16 00:36:00,1
2019-06-16 00:38:00,1
2019-06-16 00:40:00,1
