2,"SELECT TOP # p.objID, po.ra, poa.ra, po.dec, poa.dec, p.z, po.petroMag_u, po.petroMag_g, po.petroMag_r, po.petroMag_i, po.petroMag_z, po.petroRad_u, po.petroRad_g, po.petroRad_r, po.petroRad_i, po.petroRad_z FROM Photoz p, PhotoObj po, PhotoObjAll poa, dbo.fGetNearbyObjEq (#, #, #) n WHERE p.z BETWEEN # and # AND p.objID = po.objID AND poz.objID = n.objID"
2019-01-15 06:55:00,1
2019-01-15 06:56:00,1
