3,"SELECT TOP # s.boss_target1 FROM ..SpecObj as s JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON s.bestobjid = b.objID WHERE s.z > # AND s.zWarning = # AND (s.class = #) AND s.z < #"
2019-01-18 15:52:00,1
2019-01-18 15:53:00,1
2019-01-21 16:00:00,1
