4,"CREATE TABLE [r2#][Symbol_digit_substitution] (eid BIGINT NOT # , [Number_of_symbol_digit_matches_attempted_#] INTEGER -- f_# - http://biobank.ctsu.ox.ac.uk/crystal/field.cgi? id = # , [Number_of_symbol_digit_matches_made_correctly_#] INTEGER -- f_# - http://biobank.ctsu.ox.ac.uk/crystal/field.cgi? id = # , [First_code_array_presented_#] INTEGER -- f_# - http://biobank.ctsu.ox.ac.uk/crystal/field.cgi? id = # , [Values_wanted_#] VARCHAR (MAX) -- f_# - http://biobank.ctsu.ox.ac.uk/crystal/field.cgi? id = # , [Values_entered_#] VARCHAR (MAX) -- f_# - http://biobank.ctsu.ox.ac.uk/crystal/field.cgi? id = # , PRIMARY KEY (eid) ) GO"
2019-04-15 14:29:00,1
2019-04-15 14:31:00,1
2019-04-15 14:33:00,1
2019-04-15 14:35:00,1
