2,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM ..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE p.psfMag_u < # AND p.psfMag_g < # AND (p.type = # OR p.type = #)"
2019-11-21 17:55:00,1
2019-11-21 17:57:00,1
