31,"SELECT number, name, description, credits FROM courses"
2019-02-18 13:23:00,2
2019-02-18 15:23:00,1
2019-02-18 15:24:00,1
2019-02-18 15:37:00,13
2019-02-18 15:38:00,5
2019-02-18 15:39:00,1
2019-02-18 15:40:00,2
2019-02-18 15:41:00,3
2019-02-18 15:42:00,1
2019-02-18 15:43:00,1
2019-02-18 15:49:00,1
