6,select * into mydb.no_bars from dbo.zoo2MainSpecz where
2019-06-10 09:39:00,1
2019-06-26 02:38:00,1
2019-06-26 02:39:00,1
2019-06-26 02:47:00,1
2019-06-26 02:48:00,2
