10,"SELECT TOP # redshift, log_Mass, log_SFR_Ha, OH_Re_fit_t2 FROM mangaPipe3D where OH_Re_fit_t2 ! = #"
2019-09-13 15:14:00,1
2019-09-13 15:15:00,1
2019-09-13 21:30:00,1
2019-09-15 19:45:00,2
2019-09-18 02:24:00,1
2019-09-18 10:56:00,1
2019-09-18 10:57:00,1
2019-09-19 00:05:00,1
2019-09-19 00:06:00,1
