4,"select objid, ra, dec, u, g, r, petromag_u, petromag_g, petromag_r, petror9#_r, petror5#_r, fracdev_r into mydb.MyTable_# from PhotoObjall"
2019-08-26 09:04:00,1
2019-08-26 09:06:00,1
2019-08-26 09:28:00,1
2019-08-26 09:33:00,1
