19,"SELECT top # g.objID, g.ra, g.dec FROM Galaxy AS g JOIN Spplines AS s ON s.bestobjID = g.objID WHERE g.ra BETWEEN # AND # AND g.u-g.z between # and # AND g.z BETWEEN # AND # AND g.g-g.r< # AND s.Halpha2#cont> #"
2019-05-03 09:57:00,1
2019-05-05 07:18:00,1
2019-05-10 07:22:00,1
2019-05-25 14:44:00,4
2019-05-25 14:45:00,2
2019-05-25 14:46:00,1
2019-05-25 14:48:00,2
2019-05-25 14:54:00,3
2019-05-25 15:15:00,1
2019-05-25 16:23:00,1
2019-05-27 06:21:00,1
2019-05-30 05:34:00,1
