3,"SELECT top # count (*) as #, sum (case when (Type = #) then # else # end) as #, sum (case when (Type = #) then # else # end) as #, sum (case when (Type not IN () ) then # else # end) as # FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-03-06 09:54:00,1
2019-03-07 13:11:00,1
2019-04-03 16:40:00,1
