48290,select * from fDocFunctionParams (#)
2019-07-03 14:30:00,1
2019-07-03 14:44:00,19
2019-07-03 14:45:00,14
2019-07-03 14:46:00,4
2019-07-03 14:47:00,21
2019-07-03 14:48:00,15
2019-07-03 14:49:00,14
2019-07-03 14:50:00,26
2019-07-03 14:51:00,12
2019-07-03 14:52:00,20
2019-07-03 14:53:00,14
2019-07-03 14:54:00,16
2019-07-03 14:55:00,5
2019-07-03 14:56:00,15
2019-07-03 14:57:00,15
2019-07-03 14:58:00,5
2019-07-03 15:13:00,3
2019-07-03 15:14:00,7
2019-07-03 15:15:00,4
2019-07-03 15:16:00,3
2019-07-03 15:17:00,4
2019-07-03 15:32:00,1
2019-07-03 15:34:00,1
2019-07-03 17:03:00,1
2019-07-03 17:25:00,1
2019-07-03 17:35:00,1
2019-07-03 17:42:00,1
2019-07-03 17:47:00,1
2019-07-03 17:51:00,1
2019-07-03 17:55:00,1
2019-07-03 18:23:00,1
2019-07-03 18:32:00,1
2019-07-03 18:44:00,1
2019-07-03 18:46:00,1
2019-07-03 19:02:00,1
2019-07-03 19:12:00,1
2019-07-03 19:13:00,1
2019-07-03 19:16:00,1
2019-07-03 19:17:00,1
2019-07-03 19:55:00,1
2019-07-03 20:03:00,1
2019-07-03 20:30:00,1
2019-07-03 20:41:00,1
2019-07-03 21:37:00,1
2019-07-03 22:15:00,2
2019-07-03 23:18:00,1
2019-07-03 23:34:00,1
2019-07-04 00:14:00,1
2019-07-04 00:41:00,1
2019-07-04 01:00:00,1
2019-07-04 01:40:00,1
2019-07-04 02:51:00,1
2019-07-04 03:57:00,1
2019-07-04 05:27:00,1
2019-07-04 06:00:00,1
2019-07-04 06:07:00,1
2019-07-04 06:27:00,1
2019-07-04 06:41:00,1
2019-07-04 07:41:00,1
2019-07-04 08:47:00,1
2019-07-04 09:28:00,1
2019-07-04 10:07:00,1
2019-07-04 10:16:00,1
2019-07-04 10:32:00,2
2019-07-04 10:36:00,1
2019-07-04 10:38:00,1
2019-07-04 10:42:00,4
2019-07-04 10:43:00,2
2019-07-04 10:44:00,1
2019-07-04 10:58:00,1
2019-07-04 11:04:00,1
2019-07-04 11:33:00,1
2019-07-04 11:38:00,1
2019-07-04 11:42:00,1
2019-07-04 12:33:00,1
2019-07-04 12:38:00,1
2019-07-04 12:56:00,1
2019-07-04 13:01:00,1
2019-07-04 13:02:00,1
2019-07-04 13:16:00,1
2019-07-04 13:25:00,1
2019-07-04 13:34:00,1
2019-07-04 13:40:00,1
2019-07-04 13:44:00,1
2019-07-04 13:47:00,1
2019-07-04 13:58:00,1
2019-07-04 14:03:00,1
2019-07-04 14:06:00,1
2019-07-04 14:34:00,1
2019-07-04 14:36:00,11
2019-07-04 14:37:00,2
2019-07-04 15:09:00,1
2019-07-04 15:18:00,1
2019-07-04 15:34:00,1
2019-07-04 15:35:00,1
2019-07-04 15:41:00,1
2019-07-04 15:43:00,1
2019-07-04 15:54:00,1
2019-07-04 15:57:00,1
2019-07-04 15:59:00,1
2019-07-04 16:00:00,1
2019-07-04 16:04:00,1
2019-07-04 16:05:00,3
2019-07-04 16:06:00,6
2019-07-04 16:07:00,4
2019-07-04 16:08:00,6
2019-07-04 16:09:00,3
2019-07-04 16:10:00,1
2019-07-04 16:31:00,1
2019-07-04 16:32:00,2
2019-07-04 16:37:00,1
2019-07-04 16:44:00,1
2019-07-04 16:48:00,1
2019-07-04 16:49:00,1
2019-07-04 17:00:00,1
2019-07-04 17:05:00,1
2019-07-04 17:08:00,1
2019-07-04 17:21:00,1
2019-07-04 17:39:00,1
2019-07-04 17:52:00,1
2019-07-04 17:57:00,1
2019-07-04 18:04:00,1
2019-07-04 18:18:00,1
2019-07-04 18:23:00,1
2019-07-04 18:34:00,1
2019-07-04 18:39:00,1
2019-07-04 18:41:00,1
2019-07-04 18:43:00,1
2019-07-04 20:56:00,1
2019-07-04 21:49:00,1
2019-07-04 22:02:00,1
2019-07-04 23:23:00,1
2019-07-05 00:49:00,1
2019-07-05 02:24:00,1
2019-07-05 02:40:00,1
2019-07-05 02:48:00,1
2019-07-05 03:14:00,1
2019-07-05 03:18:00,1
2019-07-05 03:26:00,1
2019-07-05 03:47:00,1
2019-07-05 03:50:00,1
2019-07-05 04:04:00,1
2019-07-05 04:21:00,1
2019-07-05 06:37:00,1
2019-07-05 06:41:00,1
2019-07-05 06:49:00,1
2019-07-05 07:42:00,1
2019-07-05 08:08:00,1
2019-07-05 08:45:00,1
2019-07-05 08:50:00,1
2019-07-05 09:00:00,1
2019-07-05 09:02:00,1
2019-07-05 09:08:00,1
2019-07-05 09:10:00,1
2019-07-05 09:37:00,1
2019-07-05 10:19:00,1
2019-07-05 10:26:00,1
2019-07-05 10:27:00,1
2019-07-05 10:29:00,1
2019-07-05 10:36:00,1
2019-07-05 10:39:00,1
2019-07-05 10:50:00,1
2019-07-05 10:51:00,1
2019-07-05 10:56:00,1
2019-07-05 10:57:00,1
2019-07-05 10:59:00,1
2019-07-05 11:02:00,1
2019-07-05 11:06:00,2
2019-07-05 11:08:00,1
2019-07-05 11:10:00,1
2019-07-05 11:11:00,1
2019-07-05 11:12:00,1
2019-07-05 11:16:00,1
2019-07-05 11:19:00,1
2019-07-05 11:22:00,1
2019-07-05 11:28:00,1
2019-07-05 11:29:00,2
2019-07-05 11:38:00,2
2019-07-05 11:39:00,1
2019-07-05 11:48:00,1
2019-07-05 12:00:00,2
2019-07-05 12:01:00,1
2019-07-05 12:03:00,2
2019-07-05 12:04:00,1
2019-07-05 12:07:00,2
2019-07-05 12:08:00,1
2019-07-05 12:09:00,1
2019-07-05 12:11:00,2
2019-07-05 12:12:00,2
2019-07-05 12:17:00,2
2019-07-05 12:19:00,3
2019-07-05 12:20:00,1
2019-07-05 12:21:00,3
2019-07-05 12:22:00,2
2019-07-05 12:24:00,3
2019-07-05 12:25:00,1
2019-07-05 12:27:00,1
2019-07-05 12:30:00,2
2019-07-05 12:31:00,2
2019-07-05 12:32:00,2
2019-07-05 12:33:00,1
2019-07-05 12:38:00,2
2019-07-05 12:41:00,1
2019-07-05 12:42:00,1
2019-07-05 12:46:00,1
2019-07-05 12:47:00,2
2019-07-05 12:48:00,1
2019-07-05 12:59:00,2
2019-07-05 13:02:00,1
2019-07-05 13:07:00,4
2019-07-05 13:08:00,4
2019-07-05 13:09:00,1
2019-07-05 13:10:00,2
2019-07-05 13:11:00,1
2019-07-05 13:12:00,1
2019-07-05 13:14:00,2
2019-07-05 13:16:00,1
2019-07-05 13:17:00,1
2019-07-05 13:18:00,2
2019-07-05 13:19:00,1
2019-07-05 13:21:00,1
2019-07-05 13:22:00,4
2019-07-05 13:23:00,1
2019-07-05 13:25:00,2
2019-07-05 13:26:00,4
2019-07-05 13:28:00,1
2019-07-05 13:30:00,4
2019-07-05 13:31:00,1
2019-07-05 13:32:00,2
2019-07-05 13:33:00,1
2019-07-05 13:37:00,4
2019-07-05 13:38:00,3
2019-07-05 13:40:00,2
2019-07-05 13:41:00,1
2019-07-05 13:44:00,1
2019-07-05 13:49:00,1
2019-07-05 13:50:00,2
2019-07-05 13:51:00,1
2019-07-05 13:52:00,1
2019-07-05 13:53:00,1
2019-07-05 13:54:00,1
2019-07-05 13:55:00,1
2019-07-05 13:57:00,1
2019-07-05 13:58:00,5
2019-07-05 13:59:00,1
2019-07-05 14:00:00,1
2019-07-05 14:02:00,1
2019-07-05 14:04:00,1
2019-07-05 14:06:00,2
2019-07-05 14:07:00,1
2019-07-05 14:09:00,1
2019-07-05 14:10:00,1
2019-07-05 14:15:00,1
2019-07-05 14:18:00,1
2019-07-05 14:19:00,1
2019-07-05 14:29:00,2
2019-07-05 14:30:00,1
2019-07-05 14:31:00,1
2019-07-05 14:32:00,1
2019-07-05 14:34:00,1
2019-07-05 14:40:00,1
2019-07-05 14:44:00,1
2019-07-05 14:45:00,1
2019-07-05 14:49:00,2
2019-07-05 14:52:00,1
2019-07-05 14:56:00,2
2019-07-05 14:57:00,1
2019-07-05 15:00:00,1
2019-07-05 15:01:00,1
2019-07-05 15:06:00,1
2019-07-05 15:11:00,1
2019-07-05 15:22:00,1
2019-07-05 15:23:00,2
2019-07-05 15:24:00,1
2019-07-05 15:38:00,1
2019-07-05 15:40:00,1
2019-07-05 15:46:00,1
2019-07-05 15:47:00,1
2019-07-05 15:48:00,1
2019-07-05 15:52:00,1
2019-07-05 15:53:00,1
2019-07-05 16:04:00,1
2019-07-05 16:10:00,1
2019-07-05 16:11:00,1
2019-07-05 16:15:00,1
2019-07-05 16:24:00,1
2019-07-05 16:32:00,1
2019-07-05 16:41:00,2
2019-07-05 16:45:00,2
2019-07-05 16:50:00,1
2019-07-05 16:52:00,1
2019-07-05 16:53:00,1
2019-07-05 16:54:00,1
2019-07-05 16:57:00,1
2019-07-05 16:58:00,1
2019-07-05 17:07:00,1
2019-07-05 17:08:00,1
2019-07-05 17:09:00,1
2019-07-05 17:10:00,2
2019-07-05 17:15:00,1
2019-07-05 17:17:00,2
2019-07-05 17:19:00,2
2019-07-05 17:21:00,1
2019-07-05 17:22:00,1
2019-07-05 17:26:00,1
2019-07-05 17:27:00,1
2019-07-05 17:29:00,1
2019-07-05 17:30:00,1
2019-07-05 17:31:00,1
2019-07-05 17:33:00,1
2019-07-05 17:36:00,1
2019-07-05 17:39:00,1
2019-07-05 17:40:00,1
2019-07-05 17:42:00,1
2019-07-05 17:45:00,3
2019-07-05 17:47:00,2
2019-07-05 17:48:00,1
2019-07-05 17:50:00,1
2019-07-05 17:51:00,2
2019-07-05 17:53:00,1
2019-07-05 17:54:00,1
2019-07-05 17:55:00,1
2019-07-05 18:40:00,1
2019-07-05 18:58:00,2
2019-07-05 18:59:00,1
2019-07-05 19:01:00,2
2019-07-05 19:02:00,2
2019-07-05 19:48:00,1
2019-07-05 19:57:00,1
2019-07-05 20:08:00,1
2019-07-05 20:11:00,1
2019-07-05 20:19:00,1
2019-07-05 20:20:00,1
2019-07-05 20:25:00,1
2019-07-05 20:27:00,2
2019-07-05 20:37:00,1
2019-07-05 20:38:00,5
2019-07-05 20:47:00,1
2019-07-05 20:50:00,1
2019-07-05 21:12:00,1
2019-07-05 21:13:00,1
2019-07-05 21:14:00,1
2019-07-05 21:15:00,1
2019-07-05 21:19:00,1
2019-07-05 21:29:00,1
2019-07-05 21:52:00,1
2019-07-05 21:53:00,4
2019-07-05 21:54:00,1
2019-07-05 21:56:00,1
2019-07-05 21:57:00,1
2019-07-05 21:58:00,1
2019-07-05 21:59:00,1
2019-07-05 22:00:00,1
2019-07-05 22:03:00,1
2019-07-05 22:04:00,2
2019-07-05 22:13:00,1
2019-07-05 22:15:00,1
2019-07-05 22:18:00,1
2019-07-05 22:22:00,1
2019-07-05 22:23:00,1
2019-07-05 22:24:00,1
2019-07-05 22:25:00,1
2019-07-05 22:26:00,1
2019-07-05 22:28:00,2
2019-07-05 22:33:00,1
2019-07-05 22:41:00,1
2019-07-05 22:44:00,5
2019-07-05 22:46:00,1
2019-07-05 22:47:00,1
2019-07-05 22:59:00,1
2019-07-05 23:00:00,1
2019-07-05 23:02:00,1
2019-07-05 23:18:00,1
2019-07-05 23:19:00,5
2019-07-05 23:20:00,1
2019-07-05 23:54:00,1
2019-07-06 00:04:00,1
2019-07-06 00:11:00,7
2019-07-06 00:13:00,2
2019-07-06 00:14:00,1
2019-07-06 00:17:00,1
2019-07-06 00:36:00,1
2019-07-06 00:37:00,1
2019-07-06 00:42:00,1
2019-07-06 00:43:00,1
2019-07-06 00:56:00,1
2019-07-06 00:57:00,2
2019-07-06 00:58:00,1
2019-07-06 01:03:00,1
2019-07-06 01:15:00,1
2019-07-06 01:16:00,5
2019-07-06 01:19:00,1
2019-07-06 01:22:00,2
2019-07-06 01:23:00,1
2019-07-06 01:24:00,1
2019-07-06 01:27:00,2
2019-07-06 01:31:00,1
2019-07-06 01:33:00,1
2019-07-06 01:35:00,1
2019-07-06 01:38:00,3
2019-07-06 01:39:00,1
2019-07-06 01:40:00,2
2019-07-06 01:41:00,4
2019-07-06 01:42:00,4
2019-07-06 01:44:00,1
2019-07-06 01:45:00,2
2019-07-06 01:46:00,3
2019-07-06 01:47:00,2
2019-07-06 01:48:00,1
2019-07-06 01:49:00,4
2019-07-06 01:50:00,1
2019-07-06 01:51:00,1
2019-07-06 01:53:00,1
2019-07-06 01:55:00,6
2019-07-06 01:56:00,1
2019-07-06 01:57:00,2
2019-07-06 01:58:00,2
2019-07-06 01:59:00,6
2019-07-06 02:03:00,1
2019-07-06 02:04:00,2
2019-07-06 02:15:00,1
2019-07-06 02:16:00,3
2019-07-06 02:17:00,2
2019-07-06 02:19:00,1
2019-07-06 02:20:00,1
2019-07-06 02:22:00,3
2019-07-06 02:25:00,1
2019-07-06 02:28:00,2
2019-07-06 02:30:00,2
2019-07-06 02:39:00,1
2019-07-06 02:41:00,1
2019-07-06 02:50:00,2
2019-07-06 02:51:00,1
2019-07-06 02:52:00,1
2019-07-06 02:53:00,1
2019-07-06 02:54:00,1
2019-07-06 02:55:00,1
2019-07-06 03:00:00,1
2019-07-06 03:02:00,1
2019-07-06 03:03:00,1
2019-07-06 03:04:00,2
2019-07-06 03:11:00,1
2019-07-06 03:12:00,1
2019-07-06 03:20:00,2
2019-07-06 03:21:00,2
2019-07-06 03:26:00,1
2019-07-06 03:28:00,1
2019-07-06 03:29:00,1
2019-07-06 03:32:00,1
2019-07-06 03:33:00,1
2019-07-06 04:45:00,2
2019-07-06 04:48:00,1
2019-07-06 05:03:00,1
2019-07-06 05:04:00,1
2019-07-06 05:07:00,1
2019-07-06 05:09:00,1
2019-07-06 05:16:00,1
2019-07-06 05:19:00,1
2019-07-06 05:32:00,1
2019-07-06 05:48:00,1
2019-07-06 06:01:00,1
2019-07-06 06:07:00,1
2019-07-06 06:18:00,1
2019-07-06 06:23:00,1
2019-07-06 06:25:00,1
2019-07-06 06:37:00,1
2019-07-06 07:17:00,1
2019-07-06 07:18:00,1
2019-07-06 08:16:00,1
2019-07-06 08:48:00,1
2019-07-06 12:46:00,2
2019-07-06 13:37:00,1
2019-07-06 14:23:00,1
2019-07-06 15:29:00,1
2019-07-06 15:42:00,1
2019-07-06 17:53:00,1
2019-07-06 18:19:00,1
2019-07-06 18:36:00,1
2019-07-06 19:36:00,1
2019-07-06 20:07:00,1
2019-07-06 20:33:00,2
2019-07-06 20:53:00,1
2019-07-06 21:56:00,1
2019-07-06 22:37:00,1
2019-07-07 00:12:00,1
2019-07-07 02:56:00,1
2019-07-07 03:19:00,1
2019-07-07 04:50:00,1
2019-07-07 06:06:00,1
2019-07-07 07:43:00,1
2019-07-07 07:45:00,1
2019-07-07 08:00:00,1
2019-07-07 08:18:00,1
2019-07-07 08:21:00,1
2019-07-07 09:20:00,1
2019-07-07 09:26:00,1
2019-07-07 09:34:00,1
2019-07-07 10:54:00,1
2019-07-07 11:14:00,1
2019-07-07 12:53:00,1
2019-07-07 13:04:00,1
2019-07-07 13:37:00,1
2019-07-07 16:13:00,1
2019-07-07 17:13:00,1
2019-07-07 18:15:00,1
2019-07-07 18:40:00,1
2019-07-07 18:41:00,1
2019-07-07 18:47:00,1
2019-07-07 19:14:00,1
2019-07-07 19:22:00,1
2019-07-07 19:58:00,1
2019-07-07 20:11:00,1
2019-07-07 20:28:00,2
2019-07-07 20:32:00,1
2019-07-07 21:04:00,1
2019-07-07 21:34:00,1
2019-07-07 22:44:00,1
2019-07-07 22:48:00,1
2019-07-08 02:36:00,1
2019-07-08 03:44:00,1
2019-07-08 04:28:00,1
2019-07-08 04:33:00,1
2019-07-08 05:49:00,1
2019-07-08 07:57:00,4
2019-07-08 07:58:00,6
2019-07-08 07:59:00,2
2019-07-08 08:01:00,1
2019-07-08 08:40:00,1
2019-07-08 09:02:00,3
2019-07-08 09:03:00,10
2019-07-08 09:58:00,1
2019-07-08 11:38:00,1
2019-07-08 12:20:00,1
2019-07-08 12:25:00,1
2019-07-08 12:57:00,2
2019-07-08 13:04:00,1
2019-07-08 13:47:00,1
2019-07-08 14:11:00,1
2019-07-08 14:41:00,2
2019-07-08 14:42:00,4
2019-07-08 14:43:00,15
2019-07-08 14:44:00,15
2019-07-08 14:45:00,11
2019-07-08 14:46:00,8
2019-07-08 14:47:00,8
2019-07-08 14:48:00,14
2019-07-08 14:49:00,8
2019-07-08 14:50:00,1
2019-07-08 14:51:00,5
2019-07-08 14:54:00,2
2019-07-08 14:55:00,14
2019-07-08 14:56:00,11
2019-07-08 14:59:00,14
2019-07-08 15:00:00,3
2019-07-08 15:01:00,4
2019-07-08 15:02:00,2
2019-07-08 15:03:00,6
2019-07-08 15:04:00,3
2019-07-08 15:05:00,7
2019-07-08 15:06:00,1
2019-07-08 15:07:00,3
2019-07-08 15:08:00,5
2019-07-08 15:09:00,4
2019-07-08 15:10:00,5
2019-07-08 15:11:00,4
2019-07-08 15:12:00,4
2019-07-08 15:13:00,2
2019-07-08 15:14:00,4
2019-07-08 15:15:00,4
2019-07-08 15:16:00,12
2019-07-08 15:17:00,3
2019-07-08 15:18:00,1
2019-07-08 15:19:00,3
2019-07-08 15:20:00,6
2019-07-08 15:21:00,5
2019-07-08 15:22:00,5
2019-07-08 15:23:00,2
2019-07-08 15:24:00,1
2019-07-08 15:25:00,4
2019-07-08 15:26:00,3
2019-07-08 15:27:00,2
2019-07-08 15:28:00,5
2019-07-08 15:29:00,6
2019-07-08 15:30:00,4
2019-07-08 15:31:00,1
2019-07-08 15:40:00,1
2019-07-08 15:43:00,1
2019-07-08 15:47:00,1
2019-07-08 15:53:00,1
2019-07-08 15:55:00,1
2019-07-08 15:56:00,1
2019-07-08 16:34:00,1
2019-07-08 17:01:00,1
2019-07-08 17:36:00,1
2019-07-08 17:38:00,1
2019-07-08 17:44:00,2
2019-07-08 17:56:00,1
2019-07-08 17:58:00,1
2019-07-08 20:01:00,2
2019-07-08 20:02:00,1
2019-07-08 20:17:00,1
2019-07-08 20:40:00,1
2019-07-08 21:31:00,1
2019-07-09 00:42:00,1
2019-07-09 00:43:00,1
2019-07-09 01:29:00,1
2019-07-09 03:32:00,1
2019-07-09 05:14:00,1
2019-07-09 07:05:00,1
2019-07-09 08:07:00,1
2019-07-09 08:26:00,1
2019-07-09 08:46:00,1
2019-07-09 08:56:00,1
2019-07-09 09:30:00,1
2019-07-09 09:52:00,1
2019-07-09 12:01:00,2
2019-07-09 12:20:00,1
2019-07-09 12:33:00,1
2019-07-09 13:05:00,1
2019-07-09 14:11:00,1
2019-07-09 14:28:00,1
2019-07-09 15:13:00,1
2019-07-09 15:32:00,1
2019-07-09 17:22:00,1
2019-07-09 17:23:00,1
2019-07-09 19:03:00,1
2019-07-09 20:44:00,1
2019-07-09 20:55:00,1
2019-07-09 22:09:00,1
2019-07-09 22:17:00,1
2019-07-09 22:29:00,1
2019-07-09 23:53:00,1
2019-07-09 23:54:00,3
2019-07-09 23:55:00,4
2019-07-09 23:56:00,7
2019-07-09 23:57:00,6
2019-07-09 23:58:00,2
2019-07-10 02:51:00,1
2019-07-10 03:22:00,1
2019-07-10 07:15:00,1
2019-07-10 07:27:00,1
2019-07-10 07:32:00,1
2019-07-10 07:33:00,1
2019-07-10 07:34:00,3
2019-07-10 07:35:00,1
2019-07-10 07:37:00,18
2019-07-10 07:38:00,8
2019-07-10 09:07:00,1
2019-07-10 09:54:00,8
2019-07-10 09:55:00,17
2019-07-10 09:56:00,16
2019-07-10 09:57:00,17
2019-07-10 09:58:00,17
2019-07-10 09:59:00,15
2019-07-10 10:00:00,18
2019-07-10 10:01:00,16
2019-07-10 10:02:00,20
2019-07-10 10:03:00,17
2019-07-10 10:04:00,13
2019-07-10 10:05:00,17
2019-07-10 10:06:00,12
2019-07-10 10:07:00,13
2019-07-10 10:08:00,15
2019-07-10 10:55:00,1
2019-07-10 11:00:00,1
2019-07-10 12:16:00,1
2019-07-10 14:15:00,1
2019-07-10 14:16:00,1
2019-07-10 14:35:00,1
2019-07-10 14:55:00,1
2019-07-10 15:14:00,1
2019-07-10 15:43:00,1
2019-07-10 15:56:00,1
2019-07-10 17:40:00,1
2019-07-10 17:41:00,2
2019-07-10 17:53:00,1
2019-07-10 17:54:00,1
2019-07-10 18:12:00,1
2019-07-10 18:40:00,1
2019-07-10 18:54:00,1
2019-07-10 19:18:00,2
2019-07-10 19:19:00,4
2019-07-10 19:22:00,1
2019-07-10 19:23:00,1
2019-07-10 20:07:00,1
2019-07-10 21:09:00,1
2019-07-10 21:29:00,1
2019-07-10 22:28:00,1
2019-07-10 23:22:00,1
2019-07-11 00:00:00,1
2019-07-11 00:16:00,1
2019-07-11 00:46:00,1
2019-07-11 00:48:00,1
2019-07-11 01:56:00,2
2019-07-11 01:57:00,4
2019-07-11 01:58:00,2
2019-07-11 01:59:00,2
2019-07-11 02:00:00,1
2019-07-11 02:34:00,1
2019-07-11 03:02:00,1
2019-07-11 04:03:00,1
2019-07-11 04:41:00,1
2019-07-11 04:45:00,1
2019-07-11 04:59:00,1
2019-07-11 05:37:00,1
2019-07-11 05:52:00,1
2019-07-11 06:34:00,1
2019-07-11 06:35:00,1
2019-07-11 08:42:00,1
2019-07-11 09:52:00,1
2019-07-11 10:44:00,1
2019-07-11 11:07:00,1
2019-07-11 13:46:00,1
2019-07-11 15:52:00,1
2019-07-11 16:04:00,1
2019-07-11 16:05:00,5
2019-07-11 16:06:00,2
2019-07-11 16:07:00,1
2019-07-11 16:18:00,1
2019-07-11 16:20:00,4
2019-07-11 16:21:00,6
2019-07-11 16:22:00,1
2019-07-11 16:31:00,1
2019-07-11 16:49:00,1
2019-07-11 21:26:00,1
2019-07-12 00:59:00,4
2019-07-12 01:00:00,8
2019-07-12 01:04:00,8
2019-07-12 01:05:00,4
2019-07-12 01:19:00,1
2019-07-12 01:23:00,1
2019-07-12 01:25:00,2
2019-07-12 01:33:00,1
2019-07-12 01:34:00,1
2019-07-12 01:39:00,1
2019-07-12 03:21:00,1
2019-07-12 03:42:00,1
2019-07-12 06:46:00,1
2019-07-12 09:57:00,1
2019-07-12 09:58:00,1
2019-07-12 10:05:00,1
2019-07-12 10:09:00,1
2019-07-12 12:26:00,1
2019-07-12 12:39:00,1
2019-07-12 12:55:00,1
2019-07-12 12:58:00,1
2019-07-12 13:00:00,1
2019-07-12 13:13:00,1
2019-07-12 13:19:00,1
2019-07-12 13:31:00,1
2019-07-12 13:52:00,1
2019-07-12 14:02:00,1
2019-07-12 14:04:00,1
2019-07-12 14:32:00,1
2019-07-12 14:46:00,1
2019-07-12 15:42:00,1
2019-07-12 16:01:00,1
2019-07-12 17:12:00,1
2019-07-12 18:38:00,1
2019-07-12 20:27:00,2
2019-07-12 21:40:00,1
2019-07-13 04:15:00,1
2019-07-13 05:10:00,3
2019-07-13 05:17:00,10
2019-07-13 05:18:00,9
2019-07-13 05:21:00,3
2019-07-13 07:49:00,1
2019-07-13 08:44:00,1
2019-07-13 11:27:00,1
2019-07-13 12:11:00,1
2019-07-13 15:02:00,1
2019-07-13 15:19:00,1
2019-07-13 15:28:00,1
2019-07-13 15:29:00,9
2019-07-13 20:24:00,1
2019-07-13 21:22:00,1
2019-07-13 23:31:00,1
2019-07-13 23:49:00,1
2019-07-14 00:56:00,1
2019-07-14 00:57:00,1
2019-07-14 01:27:00,1
2019-07-14 02:16:00,1
2019-07-14 02:23:00,1
2019-07-14 03:02:00,1
2019-07-14 03:59:00,1
2019-07-14 04:49:00,1
2019-07-14 04:56:00,1
2019-07-14 05:39:00,1
2019-07-14 05:57:00,1
2019-07-14 06:08:00,1
2019-07-14 06:13:00,12
2019-07-14 07:48:00,1
2019-07-14 07:58:00,1
2019-07-14 08:15:00,1
2019-07-14 08:40:00,1
2019-07-14 09:57:00,1
2019-07-14 10:15:00,1
2019-07-14 11:09:00,1
2019-07-14 11:14:00,2
2019-07-14 13:15:00,1
2019-07-14 14:19:00,1
2019-07-14 14:26:00,1
2019-07-14 14:42:00,1
2019-07-14 14:49:00,1
2019-07-14 14:53:00,1
2019-07-14 15:05:00,1
2019-07-14 15:19:00,1
2019-07-14 16:42:00,1
2019-07-14 17:11:00,1
2019-07-14 22:46:00,1
2019-07-14 23:32:00,1
2019-07-15 00:08:00,1
2019-07-15 00:24:00,2
2019-07-15 01:12:00,1
2019-07-15 01:19:00,1
2019-07-15 02:44:00,1
2019-07-15 04:03:00,1
2019-07-15 05:04:00,1
2019-07-15 05:28:00,1
2019-07-15 06:10:00,1
2019-07-15 06:27:00,1
2019-07-15 07:04:00,1
2019-07-15 07:32:00,1
2019-07-15 07:37:00,1
2019-07-15 09:10:00,1
2019-07-15 09:46:00,1
2019-07-15 10:07:00,1
2019-07-15 10:13:00,1
2019-07-15 11:35:00,1
2019-07-15 12:19:00,1
2019-07-15 12:34:00,1
2019-07-15 12:56:00,1
2019-07-15 13:48:00,1
2019-07-15 14:07:00,1
2019-07-15 14:31:00,1
2019-07-15 14:46:00,2
2019-07-15 14:47:00,6
2019-07-15 14:49:00,2
2019-07-15 14:51:00,1
2019-07-15 15:07:00,1
2019-07-15 15:11:00,1
2019-07-15 16:10:00,1
2019-07-15 17:10:00,1
2019-07-15 18:33:00,1
2019-07-15 21:15:00,1
2019-07-15 21:58:00,1
2019-07-15 22:36:00,1
2019-07-15 23:38:00,1
2019-07-16 01:31:00,1
2019-07-16 02:16:00,1
2019-07-16 02:49:00,1
2019-07-16 03:34:00,1
2019-07-16 04:13:00,1
2019-07-16 04:20:00,1
2019-07-16 05:03:00,1
2019-07-16 06:38:00,1
2019-07-16 09:27:00,1
2019-07-16 10:56:00,1
2019-07-16 15:39:00,1
2019-07-16 15:48:00,1
2019-07-16 16:53:00,29
2019-07-16 16:54:00,29
2019-07-16 16:55:00,33
2019-07-16 16:56:00,29
2019-07-16 16:57:00,36
2019-07-16 16:58:00,26
2019-07-16 16:59:00,11
2019-07-16 17:48:00,1
2019-07-16 19:51:00,1
2019-07-16 20:58:00,15
2019-07-16 20:59:00,11
2019-07-16 21:42:00,1
2019-07-17 01:48:00,1
2019-07-17 03:40:00,1
2019-07-17 05:53:00,1
2019-07-17 05:55:00,4
2019-07-17 05:56:00,3
2019-07-17 05:57:00,2
2019-07-17 05:58:00,3
2019-07-17 05:59:00,2
2019-07-17 06:00:00,2
2019-07-17 06:01:00,5
2019-07-17 06:02:00,1
2019-07-17 07:19:00,1
2019-07-17 10:17:00,1
2019-07-17 10:24:00,1
2019-07-17 12:19:00,3
2019-07-17 12:20:00,5
2019-07-17 12:21:00,12
2019-07-17 12:22:00,11
2019-07-17 12:23:00,5
2019-07-17 12:24:00,8
2019-07-17 12:25:00,15
2019-07-17 12:26:00,15
2019-07-17 12:27:00,12
2019-07-17 12:28:00,5
2019-07-17 12:29:00,8
2019-07-17 12:30:00,10
2019-07-17 12:31:00,16
2019-07-17 12:32:00,13
2019-07-17 12:33:00,11
2019-07-17 12:34:00,19
2019-07-17 12:35:00,15
2019-07-17 12:36:00,16
2019-07-17 12:37:00,5
2019-07-17 12:38:00,15
2019-07-17 12:39:00,12
2019-07-17 12:40:00,2
2019-07-17 13:24:00,1
2019-07-17 13:26:00,1
2019-07-17 14:52:00,1
2019-07-17 15:09:00,1
2019-07-17 16:39:00,1
2019-07-17 16:56:00,1
2019-07-17 17:35:00,1
2019-07-17 20:12:00,1
2019-07-17 21:52:00,1
2019-07-17 21:54:00,1
2019-07-17 21:56:00,1
2019-07-17 21:57:00,1
2019-07-17 23:23:00,1
2019-07-17 23:40:00,1
2019-07-18 02:05:00,1
2019-07-18 02:16:00,1
2019-07-18 04:41:00,1
2019-07-18 05:57:00,1
2019-07-18 09:15:00,2
2019-07-18 09:52:00,1
2019-07-18 12:44:00,1
2019-07-18 13:21:00,1
2019-07-18 14:11:00,2
2019-07-18 15:11:00,1
